"1,99-leftsiderels,1-rightside,121-dnasequences.dnasequence.text3","1,99-leftsiderels,1-rightside,121-dnasequences.dnasequence.text2","1,99-leftsiderels,1-rightside,121-dnasequences.dnasequence.moleculeType","1,99-leftsiderels,1-rightside,121-dnasequences,5-sequencer.dnasequence.sequencer"
547ca1bb-a0b5-11ed-803c-6c2b597b15e2,KC829573,sidkey,"Carpenter, Kent E"
547e11ad-a0b5-11ed-803c-6c2b597b15e2,KC830363,tbr1,"Lopez, Andres"
548cd5f5-a0b5-11ed-803c-6c2b597b15e2,SRX10444726,UCE,"Arcila, Dahiana"
546fdf26-a0b5-11ed-803c-6c2b597b15e2,GU440523 ,CO1,"Hastings, Philip A"
54714a17-a0b5-11ed-803c-6c2b597b15e2,DQ645675 ,12S,"Lopez, Andres"
5474483b-a0b5-11ed-803c-6c2b597b15e2,DQ645714 ,16S,"Lopez, Andres"
5489c09e-a0b5-11ed-803c-6c2b597b15e2,MH796506,RH1,"Chen, Jhen-Nien"
5476c305-a0b5-11ed-803c-6c2b597b15e2,KC825424,ficd,"Orti, Guillermo"
54791676-a0b5-11ed-803c-6c2b597b15e2,KC827167,myh6,"Broughton, Richard E"
547abfdf-a0b5-11ed-803c-6c2b597b15e2,KC828038,plagl2,"Carpenter, Kent E"
547ce2ab-a0b5-11ed-803c-6c2b597b15e2,KC829562,sidkey,"Carpenter, Kent E"
547f8db7-a0b5-11ed-803c-6c2b597b15e2,KC830840,zic1,"Broughton, Richard E"
546fd581-a0b5-11ed-803c-6c2b597b15e2,FJ215123 ,16S,"Roa-Varon, Adela"
5472d5da-a0b5-11ed-803c-6c2b597b15e2,FJ215014 ,12S,"Roa-Varon, Adela"
5472f6fa-a0b5-11ed-803c-6c2b597b15e2,FJ215228 ,Rag1,"Roa-Varon, Adela"
5487c79a-a0b5-11ed-803c-6c2b597b15e2,KX656378,CO1,"Gaither, Michelle R"
5487c7e7-a0b5-11ed-803c-6c2b597b15e2,KX656519,myh6,"Gaither, Michelle R"
5487c831-a0b5-11ed-803c-6c2b597b15e2,KX656589,Rag1,"Gaither, Michelle R"
5487c87c-a0b5-11ed-803c-6c2b597b15e2,KX656446,16S,"Gaither, Michelle R"
54852136-a0b5-11ed-803c-6c2b597b15e2,KF930425,CO1,Barcode of Life Initiative
547664c8-a0b5-11ed-803c-6c2b597b15e2,KC825427,ficd,"Orti, Guillermo"
5477eca4-a0b5-11ed-803c-6c2b597b15e2,KC826365,kiaa1239,"Orti, Guillermo"
5478de56-a0b5-11ed-803c-6c2b597b15e2,KC827159,myh6,"Broughton, Richard E"
547a7baf-a0b5-11ed-803c-6c2b597b15e2,KC828045,plagl2,"Carpenter, Kent E"
547b25c1-a0b5-11ed-803c-6c2b597b15e2,KC828577,PTCHD1,"Lopez, Andres"
547ca130-a0b5-11ed-803c-6c2b597b15e2,KC829565,sidkey,"Carpenter, Kent E"
547e1137-a0b5-11ed-803c-6c2b597b15e2,KC830362,tbr1,"Lopez, Andres"
547f2bfd-a0b5-11ed-803c-6c2b597b15e2,KC831205,zic1,"Broughton, Richard E"
5486c05c-a0b5-11ed-803c-6c2b597b15e2,KP827003,PTCHD1,"Lopez, Andres"
5486c0a3-a0b5-11ed-803c-6c2b597b15e2,KP827191,SVEP1,"Lopez, Andres"
5486c109-a0b5-11ed-803c-6c2b597b15e2,KP826976,EGR1,"Lopez, Andres"
5486c153-a0b5-11ed-803c-6c2b597b15e2,KP827475,EPIC 1777 E10,"Lopez, Andres"
5486c19c-a0b5-11ed-803c-6c2b597b15e2,KP827549,EPIC 4174 E20,"Lopez, Andres"
5486c1e7-a0b5-11ed-803c-6c2b597b15e2,KP827086,Rho,"Lopez, Andres"
5486c23d-a0b5-11ed-803c-6c2b597b15e2,KP827336,CO1,"Lopez, Andres"
546e7d1c-a0b5-11ed-803c-6c2b597b15e2,GU440488 ,CO1,"Hastings, Philip A"
548721f4-a0b5-11ed-803c-6c2b597b15e2,FJ264438,cyt b,"Smith, William Leo"
5487226c-a0b5-11ed-803c-6c2b597b15e2,KM057983,12S,"Smith, William Leo"
548722b7-a0b5-11ed-803c-6c2b597b15e2,AY539132,28S,"Smith, William Leo"
54872300-a0b5-11ed-803c-6c2b597b15e2,AY539237,H3,"Smith, William Leo"
5487234a-a0b5-11ed-803c-6c2b597b15e2,AY539437,TMO-4C4,"Smith, William Leo"
54872392-a0b5-11ed-803c-6c2b597b15e2,AY538923,tRNA-val,"Smith, William Leo"
548723df-a0b5-11ed-803c-6c2b597b15e2,AY539540,tRNA-val,"Smith, William Leo"
5487242e-a0b5-11ed-803c-6c2b597b15e2,AY539028,16Sar-br,"Smith, William Leo"
5487e99c-a0b5-11ed-803c-6c2b597b15e2,KX353753,ENC1,"Girard, Matthew G"
547944a6-a0b5-11ed-803c-6c2b597b15e2,KC827136,myh6,"Broughton, Richard E"
547b8620-a0b5-11ed-803c-6c2b597b15e2,KC828578,PTCHD1,"Lopez, Andres"
547c509d-a0b5-11ed-803c-6c2b597b15e2,KC828881,ripk4,"Carpenter, Kent E"
547cf915-a0b5-11ed-803c-6c2b597b15e2,KC829553,sidkey,"Carpenter, Kent E"
547fcb36-a0b5-11ed-803c-6c2b597b15e2,KC831324,zic1,"Broughton, Richard E"
54852186-a0b5-11ed-803c-6c2b597b15e2,KF930408,CO1,Barcode of Life Initiative
546fcd1e-a0b5-11ed-803c-6c2b597b15e2,HQ676631 ,Rag1,"Sanciangco, Millicent D"
5470a4c5-a0b5-11ed-803c-6c2b597b15e2,HQ667244 ,plagl2,"Sanciangco, Millicent D"
5470fc9c-a0b5-11ed-803c-6c2b597b15e2,HQ667177 ,SH3PX3,"Sanciangco, Millicent D"
54718c7d-a0b5-11ed-803c-6c2b597b15e2,JX042218 ,CO1,"Liang, Rishen"
54728516-a0b5-11ed-803c-6c2b597b15e2,HQ676752 ,CO1,"Sanciangco, Millicent D"
5473f273-a0b5-11ed-803c-6c2b597b15e2,JX042206 ,cyt b,"Liang, Rishen"
54752189-a0b5-11ed-803c-6c2b597b15e2,JN688812,TMO-4C4,"Liang, Rishen"
547521f2-a0b5-11ed-803c-6c2b597b15e2,JN688745,16S,"Liang, Rishen"
548521cc-a0b5-11ed-803c-6c2b597b15e2,KF929601,CO1,Barcode of Life Initiative
54765c48-a0b5-11ed-803c-6c2b597b15e2,KC825557,ficd,"Orti, Guillermo"
5477ddd3-a0b5-11ed-803c-6c2b597b15e2,KC826510,kiaa1239,"Orti, Guillermo"
5478c475-a0b5-11ed-803c-6c2b597b15e2,KC827104,myh6,"Broughton, Richard E"
547b204b-a0b5-11ed-803c-6c2b597b15e2,KC828579,PTCHD1,"Lopez, Andres"
547bd495-a0b5-11ed-803c-6c2b597b15e2,KC828882,ripk4,"Carpenter, Kent E"
547c9b1e-a0b5-11ed-803c-6c2b597b15e2,KC829406,sidkey,"Carpenter, Kent E"
547e096c-a0b5-11ed-803c-6c2b597b15e2,KC830343,tbr1,"Lopez, Andres"
547f2540-a0b5-11ed-803c-6c2b597b15e2,KC831011,zic1,"Broughton, Richard E"
54870dd9-a0b5-11ed-803c-6c2b597b15e2,AF297323,16S,"Ulrich, Robert M"
5470b19d-a0b5-11ed-803c-6c2b597b15e2,GQ119898 ,Rag1,"Whitehead, Andrew"
5473e3a1-a0b5-11ed-803c-6c2b597b15e2,GQ119818 ,Glyt,"Whitehead, Andrew"
54743a75-a0b5-11ed-803c-6c2b597b15e2,GQ119730 ,cyt b,"Whitehead, Andrew"
547196dc-a0b5-11ed-803c-6c2b597b15e2,GQ119731 ,cyt b,"Whitehead, Andrew"
5471ea3f-a0b5-11ed-803c-6c2b597b15e2,GQ119899 ,Rag1,"Whitehead, Andrew"
547333f2-a0b5-11ed-803c-6c2b597b15e2,GQ119819 ,Glyt,"Whitehead, Andrew"
54852214-a0b5-11ed-803c-6c2b597b15e2,KF929897,CO1,Barcode of Life Initiative
547137b2-a0b5-11ed-803c-6c2b597b15e2,GQ119757 ,cyt b,"Whitehead, Andrew"
5472bbf7-a0b5-11ed-803c-6c2b597b15e2,GQ119845 ,Glyt,"Whitehead, Andrew"
54735e1d-a0b5-11ed-803c-6c2b597b15e2,GQ119923 ,Rag1,"Whitehead, Andrew"
5485225b-a0b5-11ed-803c-6c2b597b15e2,KF929900,CO1,Barcode of Life Initiative
547055ca-a0b5-11ed-803c-6c2b597b15e2,GQ119834 ,Glyt,"Whitehead, Andrew"
547109c7-a0b5-11ed-803c-6c2b597b15e2,GQ119746 ,cyt b,"Whitehead, Andrew"
5473729d-a0b5-11ed-803c-6c2b597b15e2,GQ119914 ,Rag1,"Whitehead, Andrew"
546f982d-a0b5-11ed-803c-6c2b597b15e2,GQ119747 ,cyt b,"Whitehead, Andrew"
5471d5b3-a0b5-11ed-803c-6c2b597b15e2,GQ119835 ,Glyt,"Whitehead, Andrew"
5474a44b-a0b5-11ed-803c-6c2b597b15e2,GQ119915 ,Rag1,"Whitehead, Andrew"
54763c84-a0b5-11ed-803c-6c2b597b15e2,KC825494,ficd,"Orti, Guillermo"
547724b1-a0b5-11ed-803c-6c2b597b15e2,KC826062,Hoxc6a,"Broughton, Richard E"
5477d7da-a0b5-11ed-803c-6c2b597b15e2,KC826625,kiaa1239,"Orti, Guillermo"
5478b826-a0b5-11ed-803c-6c2b597b15e2,KC826900,myh6,"Broughton, Richard E"
547a738f-a0b5-11ed-803c-6c2b597b15e2,KC828170,plagl2,"Carpenter, Kent E"
547b1795-a0b5-11ed-803c-6c2b597b15e2,KC828581,PTCHD1,"Lopez, Andres"
547c9651-a0b5-11ed-803c-6c2b597b15e2,KC829442,sidkey,"Carpenter, Kent E"
547e0492-a0b5-11ed-803c-6c2b597b15e2,KC830332,tbr1,"Lopez, Andres"
547e7467-a0b5-11ed-803c-6c2b597b15e2,KC830553,VCPIP,"Lopez, Andres"
54705391-a0b5-11ed-803c-6c2b597b15e2,AF488513 ,12S,"Berendzen, Peter B"
5473a6cc-a0b5-11ed-803c-6c2b597b15e2,AF488463 ,16S,"Berendzen, Peter B"
54840e85-a0b5-11ed-803c-6c2b597b15e2,KF140946,ptr,"Near, Thomas J"
54840ece-a0b5-11ed-803c-6c2b597b15e2,KF140518,zic1,"Near, Thomas J"
54840f17-a0b5-11ed-803c-6c2b597b15e2,KF139972,myh6,"Near, Thomas J"
54840f5f-a0b5-11ed-803c-6c2b597b15e2,KF141210,Rag1,"Near, Thomas J"
54840fa7-a0b5-11ed-803c-6c2b597b15e2,KF141446,SH3PX3,"Near, Thomas J"
54840fef-a0b5-11ed-803c-6c2b597b15e2,KF139717,Glyt,"Near, Thomas J"
54841036-a0b5-11ed-803c-6c2b597b15e2,KF139626,ENC1,"Near, Thomas J"
54841088-a0b5-11ed-803c-6c2b597b15e2,KF140334,tbr1,"Near, Thomas J"
548410d6-a0b5-11ed-803c-6c2b597b15e2,KF140186,sreb2,"Near, Thomas J"
548d065c-a0b5-11ed-803c-6c2b597b15e2,SRX10074907,UCE,"Atta, Calder J"
54789f8a-a0b5-11ed-803c-6c2b597b15e2,KC827316,myh6,"Broughton, Richard E"
54796651-a0b5-11ed-803c-6c2b597b15e2,KC827525,Panx2,"Broughton, Richard E"
5482ff5c-a0b5-11ed-803c-6c2b597b15e2,JQ939060,16S,"Betancur, Ricardo"
5482ffac-a0b5-11ed-803c-6c2b597b15e2,JQ938889,EHHADH,"Betancur, Ricardo"
5482fffb-a0b5-11ed-803c-6c2b597b15e2,JQ938206,GCS1,"Betancur, Ricardo"
54830042-a0b5-11ed-803c-6c2b597b15e2,JQ938727,GPR61,"Betancur, Ricardo"
5483008a-a0b5-11ed-803c-6c2b597b15e2,JQ939192,IRBP,"Betancur, Ricardo"
548300d1-a0b5-11ed-803c-6c2b597b15e2,JQ939889,kiaa1239,"Betancur, Ricardo"
54830119-a0b5-11ed-803c-6c2b597b15e2,JQ939472,MLL,"Betancur, Ricardo"
54830162-a0b5-11ed-803c-6c2b597b15e2,JQ939588,myh6,"Betancur, Ricardo"
548301a9-a0b5-11ed-803c-6c2b597b15e2,JQ938297,RAG1,"Betancur, Ricardo"
548301f0-a0b5-11ed-803c-6c2b597b15e2,JQ938038,RH,"Betancur, Ricardo"
54830238-a0b5-11ed-803c-6c2b597b15e2,JQ940051,ripk4,"Betancur, Ricardo"
5483027e-a0b5-11ed-803c-6c2b597b15e2,JQ939727,RNF213,"Betancur, Ricardo"
548302c5-a0b5-11ed-803c-6c2b597b15e2,JQ938430,SLC10A3,"Betancur, Ricardo"
5483030e-a0b5-11ed-803c-6c2b597b15e2,JQ937920,UBE3A,"Betancur, Ricardo"
54830355-a0b5-11ed-803c-6c2b597b15e2,JQ937484,UBE3A_like,"Betancur, Ricardo"
5483039e-a0b5-11ed-803c-6c2b597b15e2,JQ939355,znf503,"Betancur, Ricardo"
548303e7-a0b5-11ed-803c-6c2b597b15e2,JQ938584,znf536,"Betancur, Ricardo"
5489713e-a0b5-11ed-803c-6c2b597b15e2,MK617055,16S,"Campbell, Matthew A"
548971b9-a0b5-11ed-803c-6c2b597b15e2,MK617139,CO1,"Campbell, Matthew A"
54897234-a0b5-11ed-803c-6c2b597b15e2,MK617000,12S,"Campbell, Matthew A"
5489b87e-a0b5-11ed-803c-6c2b597b15e2,SRX2252070,UCE,"Alfaro, Michael E"
5489c377-a0b5-11ed-803c-6c2b597b15e2,SRX2544410,UCE,"Harrington, Richard C"
5489d57c-a0b5-11ed-803c-6c2b597b15e2,KF312102,EGR3,"Chen, Wei-Jen"
5489d5c4-a0b5-11ed-803c-6c2b597b15e2,KF312040,MLL4,"Chen, Wei-Jen"
5489d60d-a0b5-11ed-803c-6c2b597b15e2,KF311990,Rag1,"Chen, Wei-Jen"
5489d85e-a0b5-11ed-803c-6c2b597b15e2,KF312133,RH1,"Chen, Wei-Jen"
5489d8b4-a0b5-11ed-803c-6c2b597b15e2,KF311957,EGR1,"Chen, Wei-Jen"
547a133e-a0b5-11ed-803c-6c2b597b15e2,KC827894,Panx2,"Broughton, Richard E"
547b710a-a0b5-11ed-803c-6c2b597b15e2,KC828582,PTCHD1,"Lopez, Andres"
5483c7c2-a0b5-11ed-803c-6c2b597b15e2,JQ939092,16S,"Betancur, Ricardo"
5483c80a-a0b5-11ed-803c-6c2b597b15e2,JQ938237,GCS1,"Betancur, Ricardo"
5483c850-a0b5-11ed-803c-6c2b597b15e2,JQ939215,IRBP,"Betancur, Ricardo"
5483c897-a0b5-11ed-803c-6c2b597b15e2,JQ939917,kiaa1239,"Betancur, Ricardo"
5483c8de-a0b5-11ed-803c-6c2b597b15e2,JQ937645,plagl2,"Betancur, Ricardo"
5483c925-a0b5-11ed-803c-6c2b597b15e2,JQ938314,RAG1,"Betancur, Ricardo"
5483c96a-a0b5-11ed-803c-6c2b597b15e2,JQ938057,RH,"Betancur, Ricardo"
5483c9b2-a0b5-11ed-803c-6c2b597b15e2,JQ940080,ripk4,"Betancur, Ricardo"
5483c9f9-a0b5-11ed-803c-6c2b597b15e2,JQ939753,RNF213,"Betancur, Ricardo"
5483ca4c-a0b5-11ed-803c-6c2b597b15e2,JQ937942,UBE3A,"Betancur, Ricardo"
5483ca99-a0b5-11ed-803c-6c2b597b15e2,JQ937509,UBE3A_like,"Betancur, Ricardo"
5483cae1-a0b5-11ed-803c-6c2b597b15e2,JQ938607,znf536,"Betancur, Ricardo"
5472804f-a0b5-11ed-803c-6c2b597b15e2,AF488466 ,16S,"Berendzen, Peter B"
547280a1-a0b5-11ed-803c-6c2b597b15e2,AF488516 ,12S,"Berendzen, Peter B"
54704596-a0b5-11ed-803c-6c2b597b15e2,AF488515 ,12S,"Berendzen, Peter B"
54704ea9-a0b5-11ed-803c-6c2b597b15e2,AF488465 ,16S,"Berendzen, Peter B"
548d049d-a0b5-11ed-803c-6c2b597b15e2,SRX10074886,UCE,"Atta, Calder J"
54783542-a0b5-11ed-803c-6c2b597b15e2,KC826469,kiaa1239,"Orti, Guillermo"
5479ffaa-a0b5-11ed-803c-6c2b597b15e2,KC827842,Panx2,"Broughton, Richard E"
547b6270-a0b5-11ed-803c-6c2b597b15e2,KC828583,PTCHD1,"Lopez, Andres"
547f81df-a0b5-11ed-803c-6c2b597b15e2,KC830826,zic1,"Broughton, Richard E"
5483bdfd-a0b5-11ed-803c-6c2b597b15e2,JQ939090,16S,"Betancur, Ricardo"
5483be45-a0b5-11ed-803c-6c2b597b15e2,JQ938916,EHHADH,"Betancur, Ricardo"
5483be8b-a0b5-11ed-803c-6c2b597b15e2,JQ938235,GCS1,"Betancur, Ricardo"
5483bed1-a0b5-11ed-803c-6c2b597b15e2,JQ939214,IRBP,"Betancur, Ricardo"
5483bf1d-a0b5-11ed-803c-6c2b597b15e2,JQ939915,kiaa1239,"Betancur, Ricardo"
5483bf66-a0b5-11ed-803c-6c2b597b15e2,JQ939476,MLL,"Betancur, Ricardo"
5483bfac-a0b5-11ed-803c-6c2b597b15e2,JQ939617,myh6,"Betancur, Ricardo"
5483bff5-a0b5-11ed-803c-6c2b597b15e2,JQ937643,plagl2,"Betancur, Ricardo"
5483c042-a0b5-11ed-803c-6c2b597b15e2,JQ938312,RAG1,"Betancur, Ricardo"
5483c090-a0b5-11ed-803c-6c2b597b15e2,JQ938055,RH,"Betancur, Ricardo"
5483c0d8-a0b5-11ed-803c-6c2b597b15e2,JQ940078,ripk4,"Betancur, Ricardo"
5483c11f-a0b5-11ed-803c-6c2b597b15e2,JQ939751,RNF213,"Betancur, Ricardo"
5483c166-a0b5-11ed-803c-6c2b597b15e2,JQ937792,sidkey,"Betancur, Ricardo"
5483c1af-a0b5-11ed-803c-6c2b597b15e2,JQ938457,SLC10A3,"Betancur, Ricardo"
5483c1f8-a0b5-11ed-803c-6c2b597b15e2,JQ937507,UBE3A_like,"Betancur, Ricardo"
5483c243-a0b5-11ed-803c-6c2b597b15e2,JQ939385,znf503,"Betancur, Ricardo"
5483c28c-a0b5-11ed-803c-6c2b597b15e2,JQ938605,znf536,"Betancur, Ricardo"
54897284-a0b5-11ed-803c-6c2b597b15e2,MK617168,CO1,"Campbell, Matthew A"
548972d0-a0b5-11ed-803c-6c2b597b15e2,MK617029,12S,"Campbell, Matthew A"
5489731b-a0b5-11ed-803c-6c2b597b15e2,MK617088,16S,"Campbell, Matthew A"
5489bbb6-a0b5-11ed-803c-6c2b597b15e2,SRX2252103,UCE,"Alfaro, Michael E"
5489c69c-a0b5-11ed-803c-6c2b597b15e2,SRX2544387,UCE,"Harrington, Richard C"
5489f2eb-a0b5-11ed-803c-6c2b597b15e2,KF312144,RH1,"Chen, Wei-Jen"
5489f333-a0b5-11ed-803c-6c2b597b15e2,KF311969,EGR1,"Chen, Wei-Jen"
5489f37c-a0b5-11ed-803c-6c2b597b15e2,KF312082,EGR2B,"Chen, Wei-Jen"
5489f3c3-a0b5-11ed-803c-6c2b597b15e2,KF312050,MLL4,"Chen, Wei-Jen"
5489f409-a0b5-11ed-803c-6c2b597b15e2,KF312002,Rag1,"Chen, Wei-Jen"
5489f452-a0b5-11ed-803c-6c2b597b15e2,KF312113,EGR3,"Chen, Wei-Jen"
54769b3a-a0b5-11ed-803c-6c2b597b15e2,KC825432,ficd,"Orti, Guillermo"
54790698-a0b5-11ed-803c-6c2b597b15e2,KC827194,myh6,"Broughton, Richard E"
5483c2d3-a0b5-11ed-803c-6c2b597b15e2,JQ939091,16S,"Betancur, Ricardo"
5483c319-a0b5-11ed-803c-6c2b597b15e2,JQ938236,GCS1,"Betancur, Ricardo"
5483c35f-a0b5-11ed-803c-6c2b597b15e2,JQ939916,kiaa1239,"Betancur, Ricardo"
5483c3a7-a0b5-11ed-803c-6c2b597b15e2,JQ937644,plagl2,"Betancur, Ricardo"
5483c3ed-a0b5-11ed-803c-6c2b597b15e2,JQ938313,RAG1,"Betancur, Ricardo"
5483c435-a0b5-11ed-803c-6c2b597b15e2,JQ938056,RH,"Betancur, Ricardo"
5483c47c-a0b5-11ed-803c-6c2b597b15e2,JQ940079,ripk4,"Betancur, Ricardo"
5483c4c3-a0b5-11ed-803c-6c2b597b15e2,JQ939752,RNF213,"Betancur, Ricardo"
5483c6e3-a0b5-11ed-803c-6c2b597b15e2,JQ937941,UBE3A,"Betancur, Ricardo"
5483c733-a0b5-11ed-803c-6c2b597b15e2,JQ937508,UBE3A_like,"Betancur, Ricardo"
5483c779-a0b5-11ed-803c-6c2b597b15e2,JQ938606,znf536,"Betancur, Ricardo"
548460bf-a0b5-11ed-803c-6c2b597b15e2,KF930263,CO1,Barcode of Life Initiative
547144f9-a0b5-11ed-803c-6c2b597b15e2,AF488493 ,12S,"Berendzen, Peter B"
54749ab7-a0b5-11ed-803c-6c2b597b15e2,AF488443 ,16S,"Berendzen, Peter B"
54778311-a0b5-11ed-803c-6c2b597b15e2,KC826432,kiaa1239,"Orti, Guillermo"
547ad69a-a0b5-11ed-803c-6c2b597b15e2,KC828584,PTCHD1,"Lopez, Andres"
547ec61b-a0b5-11ed-803c-6c2b597b15e2,KC830974,zic1,"Broughton, Richard E"
547fff44-a0b5-11ed-803c-6c2b597b15e2,KF139633,ENC1,"Near, Thomas J"
54800163-a0b5-11ed-803c-6c2b597b15e2,KF141177,Rag1,"Near, Thomas J"
54800385-a0b5-11ed-803c-6c2b597b15e2,KF141408,SH3PX3,"Near, Thomas J"
548005dc-a0b5-11ed-803c-6c2b597b15e2,KF139677,Glyt,"Near, Thomas J"
54800a74-a0b5-11ed-803c-6c2b597b15e2,KF140679,plagl2,"Near, Thomas J"
54800ac8-a0b5-11ed-803c-6c2b597b15e2,KF139930,myh6,"Near, Thomas J"
54800b10-a0b5-11ed-803c-6c2b597b15e2,KF140898,ptr,"Near, Thomas J"
54800b77-a0b5-11ed-803c-6c2b597b15e2,KF140162,sreb2,"Near, Thomas J"
5483e838-a0b5-11ed-803c-6c2b597b15e2,JQ939096,16S,"Betancur, Ricardo"
5483ed56-a0b5-11ed-803c-6c2b597b15e2,JQ938920,EHHADH,"Betancur, Ricardo"
5483ede6-a0b5-11ed-803c-6c2b597b15e2,JQ938242,GCS1,"Betancur, Ricardo"
5483ee65-a0b5-11ed-803c-6c2b597b15e2,JQ939219,IRBP,"Betancur, Ricardo"
5483eee2-a0b5-11ed-803c-6c2b597b15e2,JQ939920,kiaa1239,"Betancur, Ricardo"
5483ef5b-a0b5-11ed-803c-6c2b597b15e2,JQ939620,myh6,"Betancur, Ricardo"
5483efd6-a0b5-11ed-803c-6c2b597b15e2,JQ938060,RH,"Betancur, Ricardo"
5483f052-a0b5-11ed-803c-6c2b597b15e2,JQ940084,ripk4,"Betancur, Ricardo"
5483f0cc-a0b5-11ed-803c-6c2b597b15e2,JQ939755,RNF213,"Betancur, Ricardo"
5483f208-a0b5-11ed-803c-6c2b597b15e2,JQ937796,sidkey,"Betancur, Ricardo"
5483f29e-a0b5-11ed-803c-6c2b597b15e2,JQ937947,UBE3A,"Betancur, Ricardo"
5483f319-a0b5-11ed-803c-6c2b597b15e2,JQ938611,znf536,"Betancur, Ricardo"
546f74be-a0b5-11ed-803c-6c2b597b15e2,AF488448 ,16S,"Berendzen, Peter B"
5473b062-a0b5-11ed-803c-6c2b597b15e2,AF488498 ,12S,"Berendzen, Peter B"
5477acfa-a0b5-11ed-803c-6c2b597b15e2,KC826296,kiaa1239,"Orti, Guillermo"
547b0cff-a0b5-11ed-803c-6c2b597b15e2,KC828585,PTCHD1,"Lopez, Andres"
548307b5-a0b5-11ed-803c-6c2b597b15e2,JQ939061,16S,"Betancur, Ricardo"
54830800-a0b5-11ed-803c-6c2b597b15e2,JQ938890,EHHADH,"Betancur, Ricardo"
54830848-a0b5-11ed-803c-6c2b597b15e2,JQ938207,GCS1,"Betancur, Ricardo"
5483088e-a0b5-11ed-803c-6c2b597b15e2,JQ939194,IRBP,"Betancur, Ricardo"
548308d5-a0b5-11ed-803c-6c2b597b15e2,JQ939891,kiaa1239,"Betancur, Ricardo"
5483091f-a0b5-11ed-803c-6c2b597b15e2,JQ939590,myh6,"Betancur, Ricardo"
54830968-a0b5-11ed-803c-6c2b597b15e2,JQ938298,RAG1,"Betancur, Ricardo"
548309b2-a0b5-11ed-803c-6c2b597b15e2,JQ940053,ripk4,"Betancur, Ricardo"
548309f8-a0b5-11ed-803c-6c2b597b15e2,JQ939728,RNF213,"Betancur, Ricardo"
54830a3e-a0b5-11ed-803c-6c2b597b15e2,JQ937771,sidkey,"Betancur, Ricardo"
54830a84-a0b5-11ed-803c-6c2b597b15e2,JQ937922,UBE3A,"Betancur, Ricardo"
54830c77-a0b5-11ed-803c-6c2b597b15e2,JQ937486,UBE3A_like,"Betancur, Ricardo"
546ff4a0-a0b5-11ed-803c-6c2b597b15e2,AF488455 ,16S,"Berendzen, Peter B"
5470a83a-a0b5-11ed-803c-6c2b597b15e2,AF488505 ,12S,"Berendzen, Peter B"
54775787-a0b5-11ed-803c-6c2b597b15e2,KC826203,Hoxc6a,"Broughton, Richard E"
547841c0-a0b5-11ed-803c-6c2b597b15e2,KC826837,kiaa1239,"Orti, Guillermo"
547915e5-a0b5-11ed-803c-6c2b597b15e2,KC827315,myh6,"Broughton, Richard E"
547a0b21-a0b5-11ed-803c-6c2b597b15e2,KC827873,Panx2,"Broughton, Richard E"
547b6bcc-a0b5-11ed-803c-6c2b597b15e2,KC828586,PTCHD1,"Lopez, Andres"
54834718-a0b5-11ed-803c-6c2b597b15e2,JQ939071,16S,"Betancur, Ricardo"
54834760-a0b5-11ed-803c-6c2b597b15e2,JQ938215,GCS1,"Betancur, Ricardo"
548347a7-a0b5-11ed-803c-6c2b597b15e2,JQ938737,GPR61,"Betancur, Ricardo"
548347ed-a0b5-11ed-803c-6c2b597b15e2,JQ939200,IRBP,"Betancur, Ricardo"
54834835-a0b5-11ed-803c-6c2b597b15e2,JQ939899,kiaa1239,"Betancur, Ricardo"
5483487c-a0b5-11ed-803c-6c2b597b15e2,JQ939598,myh6,"Betancur, Ricardo"
548348c2-a0b5-11ed-803c-6c2b597b15e2,JQ937624,plagl2,"Betancur, Ricardo"
54834909-a0b5-11ed-803c-6c2b597b15e2,JQ938303,RAG1,"Betancur, Ricardo"
54834950-a0b5-11ed-803c-6c2b597b15e2,JQ938046,RH,"Betancur, Ricardo"
5483499d-a0b5-11ed-803c-6c2b597b15e2,JQ940060,ripk4,"Betancur, Ricardo"
548349e9-a0b5-11ed-803c-6c2b597b15e2,JQ939737,RNF213,"Betancur, Ricardo"
54834a30-a0b5-11ed-803c-6c2b597b15e2,JQ940198,SH3PX3,"Betancur, Ricardo"
54834a77-a0b5-11ed-803c-6c2b597b15e2,JQ938439,SLC10A3,"Betancur, Ricardo"
54834c5f-a0b5-11ed-803c-6c2b597b15e2,JQ937929,UBE3A,"Betancur, Ricardo"
54834cab-a0b5-11ed-803c-6c2b597b15e2,JQ937492,UBE3A_like,"Betancur, Ricardo"
54834cf2-a0b5-11ed-803c-6c2b597b15e2,JQ939365,znf503,"Betancur, Ricardo"
54834d3b-a0b5-11ed-803c-6c2b597b15e2,JQ938590,znf536,"Betancur, Ricardo"
54846105-a0b5-11ed-803c-6c2b597b15e2,KF930334,CO1,Barcode of Life Initiative
547247cc-a0b5-11ed-803c-6c2b597b15e2,AF488467 ,16S,"Berendzen, Peter B"
54725389-a0b5-11ed-803c-6c2b597b15e2,AF488517 ,12S,"Berendzen, Peter B"
54791add-a0b5-11ed-803c-6c2b597b15e2,KC827294,myh6,"Broughton, Richard E"
547b7151-a0b5-11ed-803c-6c2b597b15e2,KC828587,PTCHD1,"Lopez, Andres"
5483cb29-a0b5-11ed-803c-6c2b597b15e2,JQ939093,16S,"Betancur, Ricardo"
5483cb74-a0b5-11ed-803c-6c2b597b15e2,JQ938238,GCS1,"Betancur, Ricardo"
