"1,99-leftsiderels,1-rightside,121-dnasequences.dnasequence.text3","1,99-leftsiderels,1-rightside,121-dnasequences.dnasequence.text2","1,99-leftsiderels,1-rightside,121-dnasequences.dnasequence.moleculeType","1,99-leftsiderels,1-rightside,121-dnasequences,5-sequencer.dnasequence.sequencer"
5483cbbc-a0b5-11ed-803c-6c2b597b15e2,JQ938756,GPR61,"Betancur, Ricardo"
5483cc06-a0b5-11ed-803c-6c2b597b15e2,JQ939216,IRBP,"Betancur, Ricardo"
5483cc4f-a0b5-11ed-803c-6c2b597b15e2,JQ939918,kiaa1239,"Betancur, Ricardo"
5483cc95-a0b5-11ed-803c-6c2b597b15e2,JQ939618,myh6,"Betancur, Ricardo"
5483ccde-a0b5-11ed-803c-6c2b597b15e2,JQ937646,plagl2,"Betancur, Ricardo"
5483cd29-a0b5-11ed-803c-6c2b597b15e2,JQ938315,RAG1,"Betancur, Ricardo"
5483cd72-a0b5-11ed-803c-6c2b597b15e2,JQ938058,RH,"Betancur, Ricardo"
5483cdbb-a0b5-11ed-803c-6c2b597b15e2,JQ940081,ripk4,"Betancur, Ricardo"
5483ce05-a0b5-11ed-803c-6c2b597b15e2,JQ939754,RNF213,"Betancur, Ricardo"
5483ce4f-a0b5-11ed-803c-6c2b597b15e2,JQ937943,UBE3A,"Betancur, Ricardo"
5483ce96-a0b5-11ed-803c-6c2b597b15e2,JQ937510,UBE3A_like,"Betancur, Ricardo"
5483cede-a0b5-11ed-803c-6c2b597b15e2,JQ938608,znf536,"Betancur, Ricardo"
5489c772-a0b5-11ed-803c-6c2b597b15e2,SRX2544382,UCE,"Harrington, Richard C"
5471d09c-a0b5-11ed-803c-6c2b597b15e2,AF488506 ,12S,"Berendzen, Peter B"
54720526-a0b5-11ed-803c-6c2b597b15e2,AF488456 ,16S,"Berendzen, Peter B"
5489c408-a0b5-11ed-803c-6c2b597b15e2,SRX2544407,UCE,"Harrington, Richard C"
546ef0af-a0b5-11ed-803c-6c2b597b15e2,JX190895 ,Rag1,"Near, Thomas J"
546f0d92-a0b5-11ed-803c-6c2b597b15e2,JX190365 ,Glyt,"Near, Thomas J"
546f75db-a0b5-11ed-803c-6c2b597b15e2,JX190628 ,plagl2,"Near, Thomas J"
546fd4f5-a0b5-11ed-803c-6c2b597b15e2,JX190504 ,myh6,"Near, Thomas J"
546ff9d0-a0b5-11ed-803c-6c2b597b15e2,JX191348 ,zic1,"Near, Thomas J"
54705150-a0b5-11ed-803c-6c2b597b15e2,AF488444 ,16S,"Berendzen, Peter B"
5470b01d-a0b5-11ed-803c-6c2b597b15e2,AF488494 ,12S,"Berendzen, Peter B"
5471d832-a0b5-11ed-803c-6c2b597b15e2,JX191029 ,SH3PX3,"Near, Thomas J"
5472fc9d-a0b5-11ed-803c-6c2b597b15e2,JX191119 ,sreb2,"Near, Thomas J"
5474a9f6-a0b5-11ed-803c-6c2b597b15e2,JX190772 ,ptr,"Near, Thomas J"
5484111e-a0b5-11ed-803c-6c2b597b15e2,KF139634,ENC1,"Near, Thomas J"
54766088-a0b5-11ed-803c-6c2b597b15e2,KC825460,ficd,"Orti, Guillermo"
5477e261-a0b5-11ed-803c-6c2b597b15e2,KC826349,kiaa1239,"Orti, Guillermo"
5479a890-a0b5-11ed-803c-6c2b597b15e2,KC827653,Panx2,"Broughton, Richard E"
547b230b-a0b5-11ed-803c-6c2b597b15e2,KC828588,PTCHD1,"Lopez, Andres"
547f2864-a0b5-11ed-803c-6c2b597b15e2,KC830815,zic1,"Broughton, Richard E"
5483f391-a0b5-11ed-803c-6c2b597b15e2,JQ939097,16S,"Betancur, Ricardo"
5483f408-a0b5-11ed-803c-6c2b597b15e2,JQ938921,EHHADH,"Betancur, Ricardo"
5483f454-a0b5-11ed-803c-6c2b597b15e2,JQ938243,GCS1,"Betancur, Ricardo"
5483f4a0-a0b5-11ed-803c-6c2b597b15e2,JQ939220,IRBP,"Betancur, Ricardo"
5483f4e8-a0b5-11ed-803c-6c2b597b15e2,JQ939921,kiaa1239,"Betancur, Ricardo"
5483f52f-a0b5-11ed-803c-6c2b597b15e2,JQ939621,myh6,"Betancur, Ricardo"
5483f575-a0b5-11ed-803c-6c2b597b15e2,JQ938316,RAG1,"Betancur, Ricardo"
5483f5bb-a0b5-11ed-803c-6c2b597b15e2,JQ938061,RH,"Betancur, Ricardo"
5483f603-a0b5-11ed-803c-6c2b597b15e2,JQ940085,ripk4,"Betancur, Ricardo"
5483f64a-a0b5-11ed-803c-6c2b597b15e2,JQ939756,RNF213,"Betancur, Ricardo"
5483f691-a0b5-11ed-803c-6c2b597b15e2,JQ937797,sidkey,"Betancur, Ricardo"
5483f6da-a0b5-11ed-803c-6c2b597b15e2,JQ938460,SLC10A3,"Betancur, Ricardo"
5483f722-a0b5-11ed-803c-6c2b597b15e2,JQ937514,UBE3A_like,"Betancur, Ricardo"
5483f76a-a0b5-11ed-803c-6c2b597b15e2,JQ939387,znf503,"Betancur, Ricardo"
54724d94-a0b5-11ed-803c-6c2b597b15e2,AF488464 ,16S,"Berendzen, Peter B"
5473b9dc-a0b5-11ed-803c-6c2b597b15e2,AF488514 ,12S,"Berendzen, Peter B"
5477f484-a0b5-11ed-803c-6c2b597b15e2,KC826843,kiaa1239,"Orti, Guillermo"
5478e54a-a0b5-11ed-803c-6c2b597b15e2,KC827317,myh6,"Broughton, Richard E"
5479b935-a0b5-11ed-803c-6c2b597b15e2,KC827692,Panx2,"Broughton, Richard E"
547b2adb-a0b5-11ed-803c-6c2b597b15e2,KC828589,PTCHD1,"Lopez, Andres"
54830431-a0b5-11ed-803c-6c2b597b15e2,JQ938728,GPR61,"Betancur, Ricardo"
5483047e-a0b5-11ed-803c-6c2b597b15e2,JQ939193,IRBP,"Betancur, Ricardo"
548304c8-a0b5-11ed-803c-6c2b597b15e2,JQ939890,kiaa1239,"Betancur, Ricardo"
54830510-a0b5-11ed-803c-6c2b597b15e2,JQ939589,myh6,"Betancur, Ricardo"
54830558-a0b5-11ed-803c-6c2b597b15e2,JQ938039,RH,"Betancur, Ricardo"
548305a1-a0b5-11ed-803c-6c2b597b15e2,JQ940052,ripk4,"Betancur, Ricardo"
548305f5-a0b5-11ed-803c-6c2b597b15e2,JQ937770,sidkey,"Betancur, Ricardo"
54830645-a0b5-11ed-803c-6c2b597b15e2,JQ938431,SLC10A3,"Betancur, Ricardo"
5483068c-a0b5-11ed-803c-6c2b597b15e2,JQ937921,UBE3A,"Betancur, Ricardo"
548306d5-a0b5-11ed-803c-6c2b597b15e2,JQ937485,UBE3A_like,"Betancur, Ricardo"
54830720-a0b5-11ed-803c-6c2b597b15e2,JQ939356,znf503,"Betancur, Ricardo"
5483076b-a0b5-11ed-803c-6c2b597b15e2,JQ938585,znf536,"Betancur, Ricardo"
5484614b-a0b5-11ed-803c-6c2b597b15e2,KF930029,CO1,Barcode of Life Initiative
54897367-a0b5-11ed-803c-6c2b597b15e2,MK617014,12S,"Campbell, Matthew A"
548973b7-a0b5-11ed-803c-6c2b597b15e2,MK617072,16S,"Campbell, Matthew A"
54897405-a0b5-11ed-803c-6c2b597b15e2,MK617153,CO1,"Campbell, Matthew A"
5489d902-a0b5-11ed-803c-6c2b597b15e2,KF312135,RH1,"Chen, Wei-Jen"
5489d94a-a0b5-11ed-803c-6c2b597b15e2,KF311992,Rag1,"Chen, Wei-Jen"
5489d9c8-a0b5-11ed-803c-6c2b597b15e2,KF311959,EGR1,"Chen, Wei-Jen"
5489dc1a-a0b5-11ed-803c-6c2b597b15e2,KF312104,EGR3,"Chen, Wei-Jen"
5489dc99-a0b5-11ed-803c-6c2b597b15e2,KF312041,MLL4,"Chen, Wei-Jen"
5489dd08-a0b5-11ed-803c-6c2b597b15e2,KF312073,EGR2B,"Chen, Wei-Jen"
5470c10c-a0b5-11ed-803c-6c2b597b15e2,AF488507 ,12S,"Berendzen, Peter B"
5471d687-a0b5-11ed-803c-6c2b597b15e2,AF488457 ,16S,"Berendzen, Peter B"
546fe657-a0b5-11ed-803c-6c2b597b15e2,AF488510 ,12S,"Berendzen, Peter B"
5474b7c4-a0b5-11ed-803c-6c2b597b15e2,AF488460 ,16S,"Berendzen, Peter B"
546f7ec9-a0b5-11ed-803c-6c2b597b15e2,AF488495 ,12S,"Berendzen, Peter B"
5474d4a5-a0b5-11ed-803c-6c2b597b15e2,AF488445 ,16S,"Berendzen, Peter B"
547a094c-a0b5-11ed-803c-6c2b597b15e2,KC827868,Panx2,"Broughton, Richard E"
547abc02-a0b5-11ed-803c-6c2b597b15e2,KC828324,plagl2,"Carpenter, Kent E"
547f8ab2-a0b5-11ed-803c-6c2b597b15e2,KC830814,zic1,"Broughton, Richard E"
5483fcab-a0b5-11ed-803c-6c2b597b15e2,JQ939099,16S,"Betancur, Ricardo"
5483fcf2-a0b5-11ed-803c-6c2b597b15e2,JQ938760,GPR61,"Betancur, Ricardo"
5483fd3a-a0b5-11ed-803c-6c2b597b15e2,JQ939923,kiaa1239,"Betancur, Ricardo"
5483fd81-a0b5-11ed-803c-6c2b597b15e2,JQ939623,myh6,"Betancur, Ricardo"
5483fdc7-a0b5-11ed-803c-6c2b597b15e2,JQ937650,plagl2,"Betancur, Ricardo"
5483fe0c-a0b5-11ed-803c-6c2b597b15e2,JQ938318,RAG1,"Betancur, Ricardo"
5483fe52-a0b5-11ed-803c-6c2b597b15e2,JQ938063,RH,"Betancur, Ricardo"
5483fe99-a0b5-11ed-803c-6c2b597b15e2,JQ940087,ripk4,"Betancur, Ricardo"
5483fede-a0b5-11ed-803c-6c2b597b15e2,JQ939758,RNF213,"Betancur, Ricardo"
5483ff23-a0b5-11ed-803c-6c2b597b15e2,JQ940210,SH3PX3,"Betancur, Ricardo"
5483ff69-a0b5-11ed-803c-6c2b597b15e2,JQ937799,sidkey,"Betancur, Ricardo"
5483ffae-a0b5-11ed-803c-6c2b597b15e2,JQ938462,SLC10A3,"Betancur, Ricardo"
5483fff5-a0b5-11ed-803c-6c2b597b15e2,JQ937949,UBE3A,"Betancur, Ricardo"
5484003b-a0b5-11ed-803c-6c2b597b15e2,JQ937516,UBE3A_like,"Betancur, Ricardo"
54840080-a0b5-11ed-803c-6c2b597b15e2,JQ938613,znf536,"Betancur, Ricardo"
5484619c-a0b5-11ed-803c-6c2b597b15e2,KF930327,CO1,Barcode of Life Initiative
547026f8-a0b5-11ed-803c-6c2b597b15e2,AF488511 ,12S,"Berendzen, Peter B"
54703916-a0b5-11ed-803c-6c2b597b15e2,AF488461 ,16S,"Berendzen, Peter B"
548d05c9-a0b5-11ed-803c-6c2b597b15e2,SRX10074958,UCE,"Atta, Calder J"
5476697a-a0b5-11ed-803c-6c2b597b15e2,KC825473,ficd,"Orti, Guillermo"
5478e34f-a0b5-11ed-803c-6c2b597b15e2,KC827264,myh6,"Broughton, Richard E"
5479b797-a0b5-11ed-803c-6c2b597b15e2,KC827687,Panx2,"Broughton, Richard E"
547b2a4a-a0b5-11ed-803c-6c2b597b15e2,KC828590,PTCHD1,"Lopez, Andres"
5482f102-a0b5-11ed-803c-6c2b597b15e2,JQ939057,16S,"Betancur, Ricardo"
5482f148-a0b5-11ed-803c-6c2b597b15e2,JQ938887,EHHADH,"Betancur, Ricardo"
5482f190-a0b5-11ed-803c-6c2b597b15e2,JQ938203,GCS1,"Betancur, Ricardo"
5482f1d6-a0b5-11ed-803c-6c2b597b15e2,JQ939190,IRBP,"Betancur, Ricardo"
5482f21b-a0b5-11ed-803c-6c2b597b15e2,JQ939886,kiaa1239,"Betancur, Ricardo"
5482f261-a0b5-11ed-803c-6c2b597b15e2,JQ939469,MLL,"Betancur, Ricardo"
5482f2a6-a0b5-11ed-803c-6c2b597b15e2,JQ939585,myh6,"Betancur, Ricardo"
5482f2ef-a0b5-11ed-803c-6c2b597b15e2,JQ938294,RAG1,"Betancur, Ricardo"
5482f336-a0b5-11ed-803c-6c2b597b15e2,JQ938035,RH,"Betancur, Ricardo"
5482f37d-a0b5-11ed-803c-6c2b597b15e2,JQ939352,znf503,"Betancur, Ricardo"
5482f3c3-a0b5-11ed-803c-6c2b597b15e2,JQ938581,znf536,"Betancur, Ricardo"
548d022c-a0b5-11ed-803c-6c2b597b15e2,SRX10074892,UCE,"Atta, Calder J"
54791211-a0b5-11ed-803c-6c2b597b15e2,KC827262,myh6,"Broughton, Richard E"
547b6991-a0b5-11ed-803c-6c2b597b15e2,KC828591,PTCHD1,"Lopez, Andres"
5482f409-a0b5-11ed-803c-6c2b597b15e2,JQ939058,16S,"Betancur, Ricardo"
5482f451-a0b5-11ed-803c-6c2b597b15e2,JQ938204,GCS1,"Betancur, Ricardo"
5482f498-a0b5-11ed-803c-6c2b597b15e2,JQ939191,IRBP,"Betancur, Ricardo"
5482f4e9-a0b5-11ed-803c-6c2b597b15e2,JQ939887,kiaa1239,"Betancur, Ricardo"
5482f570-a0b5-11ed-803c-6c2b597b15e2,JQ939470,MLL,"Betancur, Ricardo"
5482f5ea-a0b5-11ed-803c-6c2b597b15e2,JQ939586,myh6,"Betancur, Ricardo"
5482f65e-a0b5-11ed-803c-6c2b597b15e2,JQ938295,RAG1,"Betancur, Ricardo"
5482f704-a0b5-11ed-803c-6c2b597b15e2,JQ938036,RH,"Betancur, Ricardo"
5482f783-a0b5-11ed-803c-6c2b597b15e2,JQ940050,ripk4,"Betancur, Ricardo"
5482f7fd-a0b5-11ed-803c-6c2b597b15e2,JQ939725,RNF213,"Betancur, Ricardo"
5482f877-a0b5-11ed-803c-6c2b597b15e2,JQ940192,SH3PX3,"Betancur, Ricardo"
5482f8fb-a0b5-11ed-803c-6c2b597b15e2,JQ937918,UBE3A,"Betancur, Ricardo"
5482f97c-a0b5-11ed-803c-6c2b597b15e2,JQ937482,UBE3A_like,"Betancur, Ricardo"
5482f9f4-a0b5-11ed-803c-6c2b597b15e2,JQ939353,znf503,"Betancur, Ricardo"
5482fa3d-a0b5-11ed-803c-6c2b597b15e2,JQ938582,znf536,"Betancur, Ricardo"
5487b878-a0b5-11ed-803c-6c2b597b15e2,KX230200,ENC1,"Smith, William Leo"
5487b8c2-a0b5-11ed-803c-6c2b597b15e2,KX230246,Glyt,"Smith, William Leo"
54724e6f-a0b5-11ed-803c-6c2b597b15e2,FJ918898 ,CO1,"Devaney, Shannon C"
54735418-a0b5-11ed-803c-6c2b597b15e2,FJ906626 ,zic1,"Devaney, Shannon C"
5473924e-a0b5-11ed-803c-6c2b597b15e2,FJ896407 ,Rag1,"Devaney, Shannon C"
548522a1-a0b5-11ed-803c-6c2b597b15e2,KF929916,CO1,Barcode of Life Initiative
5476e5a1-a0b5-11ed-803c-6c2b597b15e2,KC825679,ficd,"Orti, Guillermo"
5477823b-a0b5-11ed-803c-6c2b597b15e2,KC826454,kiaa1239,"Orti, Guillermo"
547b87c9-a0b5-11ed-803c-6c2b597b15e2,KC828886,ripk4,"Carpenter, Kent E"
547cfb08-a0b5-11ed-803c-6c2b597b15e2,KC829819,SH3PX3,"Carpenter, Kent E"
5485254f-a0b5-11ed-803c-6c2b597b15e2,KF929781,CO1,Barcode of Life Initiative
547e0788-a0b5-11ed-803c-6c2b597b15e2,KC830339,tbr1,"Lopez, Andres"
547f2266-a0b5-11ed-803c-6c2b597b15e2,KC830876,zic1,"Broughton, Richard E"
54852598-a0b5-11ed-803c-6c2b597b15e2,KF930308,CO1,Barcode of Life Initiative
54704d3f-a0b5-11ed-803c-6c2b597b15e2,FJ918846 ,myh6,"Devaney, Shannon C"
547062ac-a0b5-11ed-803c-6c2b597b15e2,FJ906644 ,zic1,"Devaney, Shannon C"
5471eff3-a0b5-11ed-803c-6c2b597b15e2,FJ896425 ,Rag1,"Devaney, Shannon C"
54777b3f-a0b5-11ed-803c-6c2b597b15e2,KC826245,Hoxc6a,"Broughton, Richard E"
54785da4-a0b5-11ed-803c-6c2b597b15e2,KC826709,kiaa1239,"Orti, Guillermo"
54793f40-a0b5-11ed-803c-6c2b597b15e2,KC827333,myh6,"Broughton, Richard E"
547a2320-a0b5-11ed-803c-6c2b597b15e2,KC827950,Panx2,"Broughton, Richard E"
547ad0f6-a0b5-11ed-803c-6c2b597b15e2,KC828187,plagl2,"Carpenter, Kent E"
547b7e69-a0b5-11ed-803c-6c2b597b15e2,KC828592,PTCHD1,"Lopez, Andres"
547c485b-a0b5-11ed-803c-6c2b597b15e2,KC828887,ripk4,"Carpenter, Kent E"
547eae69-a0b5-11ed-803c-6c2b597b15e2,KC830599,VCPIP,"Lopez, Andres"
547fc198-a0b5-11ed-803c-6c2b597b15e2,KC831122,zic1,"Broughton, Richard E"
547080b5-a0b5-11ed-803c-6c2b597b15e2,AB126083 ,complete genome,"Saitoh, Kenji"
54726372-a0b5-11ed-803c-6c2b597b15e2,AP004356 ,complete genome,"Inoue, Jun G"
54728d31-a0b5-11ed-803c-6c2b597b15e2,FJ906624 ,zic1,"Devaney, Shannon C"
5474a0c0-a0b5-11ed-803c-6c2b597b15e2,FJ918823 ,myh6,"Devaney, Shannon C"
54769e35-a0b5-11ed-803c-6c2b597b15e2,KC825410,ficd,"Orti, Guillermo"
54783472-a0b5-11ed-803c-6c2b597b15e2,KC826746,kiaa1239,"Orti, Guillermo"
5479095d-a0b5-11ed-803c-6c2b597b15e2,KC827183,myh6,"Broughton, Richard E"
5479fed8-a0b5-11ed-803c-6c2b597b15e2,KC827839,Panx2,"Broughton, Richard E"
547ab667-a0b5-11ed-803c-6c2b597b15e2,KC828053,plagl2,"Carpenter, Kent E"
547c264a-a0b5-11ed-803c-6c2b597b15e2,KC828888,ripk4,"Carpenter, Kent E"
547d58d3-a0b5-11ed-803c-6c2b597b15e2,KC829931,SH3PX3,"Carpenter, Kent E"
548461e2-a0b5-11ed-803c-6c2b597b15e2,KF930278,CO1,Barcode of Life Initiative
548a0ee1-a0b5-11ed-803c-6c2b597b15e2,LC091960,12S,"Miya, Masaki"
548525e2-a0b5-11ed-803c-6c2b597b15e2,KF930220,CO1,Barcode of Life Initiative
546f212e-a0b5-11ed-803c-6c2b597b15e2,FJ896406 ,Rag1,"Devaney, Shannon C"
547207c2-a0b5-11ed-803c-6c2b597b15e2,FJ918897 ,CO1,"Devaney, Shannon C"
5474049e-a0b5-11ed-803c-6c2b597b15e2,FJ918824 ,myh6,"Devaney, Shannon C"
5474a7aa-a0b5-11ed-803c-6c2b597b15e2,FJ906625 ,zic1,"Devaney, Shannon C"
5485265c-a0b5-11ed-803c-6c2b597b15e2,KF929950,CO1,Barcode of Life Initiative
54852910-a0b5-11ed-803c-6c2b597b15e2,KF929572,CO1,Barcode of Life Initiative
5485298a-a0b5-11ed-803c-6c2b597b15e2,KF929845,CO1,Barcode of Life Initiative
54704a29-a0b5-11ed-803c-6c2b597b15e2,AY539450 ,TMO-4C4,"Smith, William Leo"
547156ae-a0b5-11ed-803c-6c2b597b15e2,AY538937 ,tRNA-val,"Smith, William Leo"
5471fc4f-a0b5-11ed-803c-6c2b597b15e2,AY539146 ,28S,"Smith, William Leo"
5472a4d8-a0b5-11ed-803c-6c2b597b15e2,AY539042 ,16S,"Smith, William Leo"
5472f789-a0b5-11ed-803c-6c2b597b15e2,AY539251 ,H3,"Smith, William Leo"
54743c61-a0b5-11ed-803c-6c2b597b15e2,AY539554 ,16S,"Smith, William Leo"
548713de-a0b5-11ed-803c-6c2b597b15e2,NC_008129,cyt b,"Miya, Masaki"
54871426-a0b5-11ed-803c-6c2b597b15e2,KM057942,12S,"Smith, William Leo"
548529fe-a0b5-11ed-803c-6c2b597b15e2,KF929866,CO1,Barcode of Life Initiative
546f8a5a-a0b5-11ed-803c-6c2b597b15e2,DQ465189 ,cyt b,"Ray, Jeffery Michael"
5470d5b8-a0b5-11ed-803c-6c2b597b15e2,DQ465190 ,cyt b,"Ray, Jeffery Michael"
54852cd1-a0b5-11ed-803c-6c2b597b15e2,KF930188,CO1,Barcode of Life Initiative
54852d42-a0b5-11ed-803c-6c2b597b15e2,KF930185,CO1,Barcode of Life Initiative
546f156f-a0b5-11ed-803c-6c2b597b15e2,GU368710 ,zic1,"Li, Chenhong"
546fe9f7-a0b5-11ed-803c-6c2b597b15e2,GU368690 ,znf503,"Li, Chenhong"
54703000-a0b5-11ed-803c-6c2b597b15e2,GU368747 ,UBE3A,"Li, Chenhong"
54703a7e-a0b5-11ed-803c-6c2b597b15e2,GU368729 ,UBE3A-like,"Li, Chenhong"
5470de8e-a0b5-11ed-803c-6c2b597b15e2,HQ731292 ,ripk4,"Li, Chenhong"
5470f520-a0b5-11ed-803c-6c2b597b15e2,HQ731394 ,KBTBD4,"Li, Chenhong"
5471005f-a0b5-11ed-803c-6c2b597b15e2,GU368786 ,SLC10A3,"Li, Chenhong"
5471e825-a0b5-11ed-803c-6c2b597b15e2,HQ731432 ,16S,"Li, Chenhong"
54724004-a0b5-11ed-803c-6c2b597b15e2,GU368878 ,KIAA2013,"Li, Chenhong"
5472f660-a0b5-11ed-803c-6c2b597b15e2,HQ731163 ,znf536,"Li, Chenhong"
54734e6c-a0b5-11ed-803c-6c2b597b15e2,GU368859 ,myh6,"Li, Chenhong"
54735984-a0b5-11ed-803c-6c2b597b15e2,GU368766 ,sreb2,"Li, Chenhong"
5473bb12-a0b5-11ed-803c-6c2b597b15e2,GU368840 ,plagl2,"Li, Chenhong"
5474b32a-a0b5-11ed-803c-6c2b597b15e2,HQ731101 ,kiaa1239,"Li, Chenhong"
5474c72e-a0b5-11ed-803c-6c2b597b15e2,GU368804 ,sidkey,"Li, Chenhong"
5474fb9a-a0b5-11ed-803c-6c2b597b15e2,GU368821 ,Rag1,"Li, Chenhong"
54782e74-a0b5-11ed-803c-6c2b597b15e2,KC826540,kiaa1239,"Orti, Guillermo"
547903d2-a0b5-11ed-803c-6c2b597b15e2,KC826998,myh6,"Broughton, Richard E"
5479f8e4-a0b5-11ed-803c-6c2b597b15e2,KC827816,Panx2,"Broughton, Richard E"
547b47a7-a0b5-11ed-803c-6c2b597b15e2,KC828593,PTCHD1,"Lopez, Andres"
547c2163-a0b5-11ed-803c-6c2b597b15e2,KC828891,ripk4,"Carpenter, Kent E"
547e8c96-a0b5-11ed-803c-6c2b597b15e2,KC830709,VCPIP,"Lopez, Andres"
54813b77-a0b5-11ed-803c-6c2b597b15e2,JQ938809,EHHADH,"Betancur, Ricardo"
54813bbc-a0b5-11ed-803c-6c2b597b15e2,JQ938114,GCS1,"Betancur, Ricardo"
54813c02-a0b5-11ed-803c-6c2b597b15e2,JQ938659,GPR61,"Betancur, Ricardo"
546efb77-a0b5-11ed-803c-6c2b597b15e2,FJ918865 ,myh6,"Devaney, Shannon C"
5471de0e-a0b5-11ed-803c-6c2b597b15e2,FJ906661 ,zic1,"Devaney, Shannon C"
5471fe08-a0b5-11ed-803c-6c2b597b15e2,FJ918928 ,CO1,"Devaney, Shannon C"
547048c0-a0b5-11ed-803c-6c2b597b15e2,GQ119876 ,Rag1,"Whitehead, Andrew"
547127ba-a0b5-11ed-803c-6c2b597b15e2,GQ119792 ,Glyt,"Whitehead, Andrew"
54735a13-a0b5-11ed-803c-6c2b597b15e2,GQ119703 ,cyt b,"Whitehead, Andrew"
5477ac1a-a0b5-11ed-803c-6c2b597b15e2,KC826729,kiaa1239,"Orti, Guillermo"
5478a5a3-a0b5-11ed-803c-6c2b597b15e2,KC826974,myh6,"Broughton, Richard E"
54797166-a0b5-11ed-803c-6c2b597b15e2,KC827551,Panx2,"Broughton, Richard E"
547bbe6c-a0b5-11ed-803c-6c2b597b15e2,KC828892,ripk4,"Carpenter, Kent E"
547f07fc-a0b5-11ed-803c-6c2b597b15e2,KC831285,zic1,"Broughton, Richard E"
54852fac-a0b5-11ed-803c-6c2b597b15e2,KF929871,CO1,Barcode of Life Initiative
547eb874-a0b5-11ed-803c-6c2b597b15e2,KC831029,zic1,"Broughton, Richard E"
547741e1-a0b5-11ed-803c-6c2b597b15e2,KC826140,Hoxc6a,"Broughton, Richard E"
5478f17b-a0b5-11ed-803c-6c2b597b15e2,KC827100,myh6,"Broughton, Richard E"
5479c84c-a0b5-11ed-803c-6c2b597b15e2,KC827746,Panx2,"Broughton, Richard E"
547a8df3-a0b5-11ed-803c-6c2b597b15e2,KC828275,plagl2,"Carpenter, Kent E"
547b356b-a0b5-11ed-803c-6c2b597b15e2,KC828595,PTCHD1,"Lopez, Andres"
547bf5ef-a0b5-11ed-803c-6c2b597b15e2,KC828894,ripk4,"Carpenter, Kent E"
547e1cbd-a0b5-11ed-803c-6c2b597b15e2,KC830406,tbr1,"Lopez, Andres"
547f6141-a0b5-11ed-803c-6c2b597b15e2,KC831063,zic1,"Broughton, Richard E"
54853059-a0b5-11ed-803c-6c2b597b15e2,KF929987,CO1,Barcode of Life Initiative
546e884a-a0b5-11ed-803c-6c2b597b15e2,EF033038 ,sreb2,"Li, Chenhong"
546e9211-a0b5-11ed-803c-6c2b597b15e2,EF032921 ,zic1,"Li, Chenhong"
546fd6e3-a0b5-11ed-803c-6c2b597b15e2,EF032934 ,myh6,"Li, Chenhong"
5470fb79-a0b5-11ed-803c-6c2b597b15e2,EF032986 ,ENC1,"Li, Chenhong"
5471a33b-a0b5-11ed-803c-6c2b597b15e2,EF032973 ,tbr1,"Li, Chenhong"
5472a293-a0b5-11ed-803c-6c2b597b15e2,EF033012 ,SH3PX3,"Li, Chenhong"
5472f287-a0b5-11ed-803c-6c2b597b15e2,EF032947 ,RYR3,"Li, Chenhong"
5472fffc-a0b5-11ed-803c-6c2b597b15e2,EF032999 ,Glyt,"Li, Chenhong"
5474a839-a0b5-11ed-803c-6c2b597b15e2,EF033025 ,plagl2,"Li, Chenhong"
547514db-a0b5-11ed-803c-6c2b597b15e2,EF032960 ,ptr,"Li, Chenhong"
5476212a-a0b5-11ed-803c-6c2b597b15e2,KC825665,ficd,"Orti, Guillermo"
5478a3a6-a0b5-11ed-803c-6c2b597b15e2,KC827163,myh6,"Broughton, Richard E"
54898659-a0b5-11ed-803c-6c2b597b15e2,KM393426,Glyt,"Harrington, Richard C"
548986a7-a0b5-11ed-803c-6c2b597b15e2,KM393893,tbr1,"Harrington, Richard C"
548986f2-a0b5-11ed-803c-6c2b597b15e2,KM393813,sidkey,"Harrington, Richard C"
5489873d-a0b5-11ed-803c-6c2b597b15e2,KM394216,znf503,"Harrington, Richard C"
54898787-a0b5-11ed-803c-6c2b597b15e2,KM394135,zic1,"Harrington, Richard C"
548987d1-a0b5-11ed-803c-6c2b597b15e2,KM393345,ENC1,"Harrington, Richard C"
54898827-a0b5-11ed-803c-6c2b597b15e2,KM394053,UBE3A,"Harrington, Richard C"
54898877-a0b5-11ed-803c-6c2b597b15e2,KM393503,plagl2,"Harrington, Richard C"
54898bce-a0b5-11ed-803c-6c2b597b15e2,KM393973,UBE3A-like,"Harrington, Richard C"
54898c1e-a0b5-11ed-803c-6c2b597b15e2,KM393583,ptr,"Harrington, Richard C"
54898c66-a0b5-11ed-803c-6c2b597b15e2,KM393732,SH3PX3,"Harrington, Richard C"
546ef301-a0b5-11ed-803c-6c2b597b15e2,HQ128437 ,S7,"Near, Thomas J"
5471fc97-a0b5-11ed-803c-6c2b597b15e2,HQ128201 ,cyt b,"Near, Thomas J"
547503dd-a0b5-11ed-803c-6c2b597b15e2,HQ127915 ,Rag1,"Near, Thomas J"
54898cb2-a0b5-11ed-803c-6c2b597b15e2,KM393504,plagl2,"Harrington, Richard C"
54898cfc-a0b5-11ed-803c-6c2b597b15e2,KM393733,SH3PX3,"Harrington, Richard C"
54898d44-a0b5-11ed-803c-6c2b597b15e2,KM393814,sidkey,"Harrington, Richard C"
54898fa1-a0b5-11ed-803c-6c2b597b15e2,KM393346,ENC1,"Harrington, Richard C"
54898fea-a0b5-11ed-803c-6c2b597b15e2,KM393974,UBE3A-like,"Harrington, Richard C"
