identifier_target_id,identifier_target_type,identifier_type,identifier_value
dc5030b9-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AEL 476
dc506e0b-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AEL 476
dc502b82-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AEL 489
dc5031c3-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AEL 490
dc502974-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AEL 561
dc5074a6-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AEL 64
dc506f17-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AEL 652
dc507020-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AEL 659
dc50275c-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AEL 802
dc502650-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AEL 820
dc502867-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AEL 836
dc5076a5-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AEL 84
dc5033d6-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AEL 849
dc5078dc-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AEL 87
dc502a7b-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AEL 884
dc502fae-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AEL 886
dc502545-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AEL 905
dc470463-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AMNH
dc74e400-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AMNH 19214
db5f9f2c-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AMNH 230581
dc946f64-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AMNH 240179
db20e382-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AMNH 245490
db811a3a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AMNH 245490
dcd12bf6-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AMNH 247544
dc94f2f8-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AMNH 251112
db69b6de-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AMNH 251294
dc750308-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AMNH 3513
dc47034f-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AMNH 6159
dc74e6ff-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,AMNH 6159
dc5746e6-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 104005
dc5745d7-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 107725
dc57238a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 127321
dc571b2d-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 127341
dc57259d-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 127406
dc57520b-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 127487
dc5726a6-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 128081
dc571c3b-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 128095
dc572f3b-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 128201
dc571d45-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 128226
dc571807-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 128284
dc574097-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 128323
dc573c56-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 128571
dc573482-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 128585
dc572b1c-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 128598
dc57371f-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 128606
dc573f86-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 128630
dc571a1d-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 128641
dc572069-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 128712
dc5728bb-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 128731
dc573870-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 128787
dc5739be-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 128938
dc571e50-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 128950
dc206e14-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130188
dc1f5f0e-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130198
dc1f5c0f-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130226
dc1f743e-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130227
dc1d7342-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130228
dc1d670d-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130230
dc1f5024-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130408
dc1f4732-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130409
dc1f4a2e-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130410
dc1b00d0-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130411
dc1af6b9-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130412
dc1af035-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130413
dc1f1dbb-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130414
dc1f1218-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130415
dc1f3b15-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130416
dc1fffb8-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130417
dc1ff857-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130418
dc1fe71d-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130419
dc1ccc2a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130420
dc1caf60-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130421
dc1be70e-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130422
dc1bc5a4-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130423
dc1bd811-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130424
dc1630ba-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130425
dc162db6-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130426
dc16243a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130427
dc1efb09-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130428
dc1ef54f-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130429
dc1eef8b-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130430
dc1a96bf-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130431
dc1a711d-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130432
dc1a8228-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130433
dc1f7a62-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130435
dc1f7d72-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130436
dc2182ff-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,"ANSP 130437, 130438, 139739"
dc166506-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130439
dc1ed6da-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130441
dc1cc418-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130442
dc1c6a5a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130444
dc1c5f79-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130445
dc1c6e03-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130447
dc1c7903-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130448
dc1c71b1-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130449
dc2043f4-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130450
dc2033cd-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130451
dc205a89-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130452
dc20678b-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,"ANSP 130453, 158168"
dc20bfd4-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130454
dc20ce5d-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130455
dc2095d6-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130456
dc20a317-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130457
dc20b4e7-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130458
dc20ad6d-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130459
dc208209-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130460
dc207ebd-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130461
dc213fb1-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130463
dc1e881e-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130464
dc1b17d0-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130465
dc1adcb5-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130466
dc1b1b1e-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130467
dc1adfee-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130468
dc1ad307-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130470
dc19bdff-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130471
dc19a1ef-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130472
dc1c840d-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130473
dc19ab70-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130475
dc1d5b33-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130477
dc1b46e7-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130478
dc1b4a43-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130479
dc1aab6a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130483
dc1aa7f1-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130484
dc2026bd-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130487
dc20203c-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130488
dc1c9f5f-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130489
dc1ca75c-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130490
dc1fcfbf-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130491
dc16b423-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130493
dc16a08f-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130494
dc16ca51-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130495
dc1c9330-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130497
dc1a159a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130498
dc1c8b76-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130498
dc16e655-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130499
dc16f16e-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130500
dc16f442-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130501
dc163690-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130503
dc1fb22e-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130504
dc19f7c3-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130507
dc1a09ab-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130508
dc1ab94b-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130511
dc1a36ac-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130512
dc1a1e98-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130513
dc1a1b97-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130514
dc1a2da4-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130515
dc1acfce-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130516
dc1b3011-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130519
dc1b3366-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130520
dc1b36bd-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130521
dc1b3a12-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130522
dc167fe6-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130523
dc167274-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130524
dc167a82-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130525
dc166a5e-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130526
dc160462-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130528
dc160d93-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130529
dc160967-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130530
dc15f409-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130531
dc16004b-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130532
dc163c5d-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130533
dc1ac95e-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130535
dc164509-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130536
dc1c0221-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130539
dc1ec761-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130540
dc1eca7c-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130541
dc1eb4cb-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130542
dc1654ef-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130543
dc164d02-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130544
dc165cf7-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130545
dc223495-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130546
dc220e4e-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130547
dc2225f5-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130548
dc1d2c62-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130559
dc169859-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130560
dc168554-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130562
dc16902f-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130563
dc1ac62b-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130564
dc229b3e-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130565
dc22a705-1ed3-11e3-bfac-90b11c41863e,ORGANISM,ALTERNATE_CATALOG_NUMBER,ANSP 130565
