occurrenceID,relatedResourceID,resourceID,relationshipOfResource,relationshipOfResourceID
ECOSUR-SC:ECOAB:47824,FABFAM,ECOSUR-SC:ECOAB:47824,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47825,FABFAM,ECOSUR-SC:ECOAB:47825,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47826,FABFAM,ECOSUR-SC:ECOAB:47826,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47827,GLISEP,ECOSUR-SC:ECOAB:47827,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47828,GLISEP,ECOSUR-SC:ECOAB:47828,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47829,GLISEP,ECOSUR-SC:ECOAB:47829,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47830,GLISEP,ECOSUR-SC:ECOAB:47830,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47831,GLISEP,ECOSUR-SC:ECOAB:47831,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47832,GLISEP,ECOSUR-SC:ECOAB:47832,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47833,GLISEP,ECOSUR-SC:ECOAB:47833,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47834,GLISEP,ECOSUR-SC:ECOAB:47834,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47835,GLISEP,ECOSUR-SC:ECOAB:47835,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47836,GLISEP,ECOSUR-SC:ECOAB:47836,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47837,GLISEP,ECOSUR-SC:ECOAB:47837,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47838,GLISEP,ECOSUR-SC:ECOAB:47838,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47839,GLISEP,ECOSUR-SC:ECOAB:47839,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47840,GLISEP,ECOSUR-SC:ECOAB:47840,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47841,GLISEP,ECOSUR-SC:ECOAB:47841,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47842,GLISEP,ECOSUR-SC:ECOAB:47842,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47843,GLISEP,ECOSUR-SC:ECOAB:47843,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47844,GLISEP,ECOSUR-SC:ECOAB:47844,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47845,GLISEP,ECOSUR-SC:ECOAB:47845,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47846,GLISEP,ECOSUR-SC:ECOAB:47846,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47847,GLISEP,ECOSUR-SC:ECOAB:47847,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47848,GLISEP,ECOSUR-SC:ECOAB:47848,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47849,GLISEP,ECOSUR-SC:ECOAB:47849,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47850,GLISEP,ECOSUR-SC:ECOAB:47850,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47851,GLISEP,ECOSUR-SC:ECOAB:47851,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47852,GLISEP,ECOSUR-SC:ECOAB:47852,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47853,GLISEP,ECOSUR-SC:ECOAB:47853,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47854,GLISEP,ECOSUR-SC:ECOAB:47854,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47855,GLISEP,ECOSUR-SC:ECOAB:47855,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47856,GLISEP,ECOSUR-SC:ECOAB:47856,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47857,GLISEP,ECOSUR-SC:ECOAB:47857,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47858,GLISEP,ECOSUR-SC:ECOAB:47858,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47859,GLISEP,ECOSUR-SC:ECOAB:47859,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47860,GLISEP,ECOSUR-SC:ECOAB:47860,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47861,GLISEP,ECOSUR-SC:ECOAB:47861,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47862,GLISEP,ECOSUR-SC:ECOAB:47862,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47863,GLISEP,ECOSUR-SC:ECOAB:47863,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47864,GLISEP,ECOSUR-SC:ECOAB:47864,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47865,GLISEP,ECOSUR-SC:ECOAB:47865,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47866,GLISEP,ECOSUR-SC:ECOAB:47866,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47867,GLISEP,ECOSUR-SC:ECOAB:47867,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47868,PAUSP,ECOSUR-SC:ECOAB:47868,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47869,GLISEP,ECOSUR-SC:ECOAB:47869,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47874,GLISEP,ECOSUR-SC:ECOAB:47874,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47875,GLISEP,ECOSUR-SC:ECOAB:47875,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47876,GLISEP,ECOSUR-SC:ECOAB:47876,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47877,GLISEP,ECOSUR-SC:ECOAB:47877,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47970,LAMFAM,ECOSUR-SC:ECOAB:47970,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47972,LASPL,ECOSUR-SC:ECOAB:47972,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47975,RUBFAM,ECOSUR-SC:ECOAB:47975,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47976,OXASP,ECOSUR-SC:ECOAB:47976,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47980,CONSP,ECOSUR-SC:ECOAB:47980,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47981,IRELAT,ECOSUR-SC:ECOAB:47981,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47982,TRIPRO,ECOSUR-SC:ECOAB:47982,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47986,ASTFAM,ECOSUR-SC:ECOAB:47986,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47987,OXASP,ECOSUR-SC:ECOAB:47987,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47992,CONSP,ECOSUR-SC:ECOAB:47992,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:47993,COFARA,ECOSUR-SC:ECOAB:47993,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48000,TITSP,ECOSUR-SC:ECOAB:48000,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48002,LUDSP,ECOSUR-SC:ECOAB:48002,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48007,PAUSP,ECOSUR-SC:ECOAB:48007,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48008,CHRSP,ECOSUR-SC:ECOAB:48008,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48011,FABFAM,ECOSUR-SC:ECOAB:48011,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48028,BRAFAM,ECOSUR-SC:ECOAB:48028,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48056,COFARA,ECOSUR-SC:ECOAB:48056,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48060,TRIPRO,ECOSUR-SC:ECOAB:48060,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48064,ASCCUR,ECOSUR-SC:ECOAB:48064,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48067,MACRIP,ECOSUR-SC:ECOAB:48067,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48072,ASTFAM,ECOSUR-SC:ECOAB:48072,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48073,GLISEP,ECOSUR-SC:ECOAB:48073,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48074,GLISEP,ECOSUR-SC:ECOAB:48074,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48075,HYPTOM,ECOSUR-SC:ECOAB:48075,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48076,FABFAM,ECOSUR-SC:ECOAB:48076,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48077,FABFAM,ECOSUR-SC:ECOAB:48077,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48078,GLISEP,ECOSUR-SC:ECOAB:48078,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48079,IPOSP,ECOSUR-SC:ECOAB:48079,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48080,TINERE,ECOSUR-SC:ECOAB:48080,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48081,RHYSP,ECOSUR-SC:ECOAB:48081,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48082,PHASP,ECOSUR-SC:ECOAB:48082,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48084,PHASP,ECOSUR-SC:ECOAB:48084,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48085,PHASP,ECOSUR-SC:ECOAB:48085,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48086,PHASP,ECOSUR-SC:ECOAB:48086,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48087,IPOSP,ECOSUR-SC:ECOAB:48087,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48088,GLISEP,ECOSUR-SC:ECOAB:48088,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48089,PAUSP,ECOSUR-SC:ECOAB:48089,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48090,GLISEP,ECOSUR-SC:ECOAB:48090,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48091,GLISEP,ECOSUR-SC:ECOAB:48091,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48092,GLISEP,ECOSUR-SC:ECOAB:48092,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48093,GLISEP,ECOSUR-SC:ECOAB:48093,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48094,GLISEP,ECOSUR-SC:ECOAB:48094,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48112,CROSP,ECOSUR-SC:ECOAB:48112,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48113,ASTFAM,ECOSUR-SC:ECOAB:48113,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48114,ASTFAM,ECOSUR-SC:ECOAB:48114,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48115,ASTFAM,ECOSUR-SC:ECOAB:48115,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48117,SNESP,ECOSUR-SC:ECOAB:48117,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48118,EUPPUL,ECOSUR-SC:ECOAB:48118,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48123,CASSP,ECOSUR-SC:ECOAB:48123,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48131,SENSP,ECOSUR-SC:ECOAB:48131,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48134,CONSP,ECOSUR-SC:ECOAB:48134,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48138,TRIPRO,ECOSUR-SC:ECOAB:48138,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48147,WIGURE,ECOSUR-SC:ECOAB:48147,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48148,RUBFAM,ECOSUR-SC:ECOAB:48148,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48162,LAMFAM,ECOSUR-SC:ECOAB:48162,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48163,ARDBRE,ECOSUR-SC:ECOAB:48163,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48164,GLISEP,ECOSUR-SC:ECOAB:48164,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48165,FABFAM,ECOSUR-SC:ECOAB:48165,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48166,FABFAM,ECOSUR-SC:ECOAB:48166,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48167,FABFAM,ECOSUR-SC:ECOAB:48167,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48168,FABFAM,ECOSUR-SC:ECOAB:48168,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48169,GLISEP,ECOSUR-SC:ECOAB:48169,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48170,DESSP,ECOSUR-SC:ECOAB:48170,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48171,DESSP,ECOSUR-SC:ECOAB:48171,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48172,DESSP,ECOSUR-SC:ECOAB:48172,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48173,DESSP,ECOSUR-SC:ECOAB:48173,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48174,FABFAM,ECOSUR-SC:ECOAB:48174,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48175,FABFAM,ECOSUR-SC:ECOAB:48175,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48176,MARMIL,ECOSUR-SC:ECOAB:48176,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48177,MARMIL,ECOSUR-SC:ECOAB:48177,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48179,DESSP,ECOSUR-SC:ECOAB:48179,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48180,DESSP,ECOSUR-SC:ECOAB:48180,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48181,DESSP,ECOSUR-SC:ECOAB:48181,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48182,MARMIL,ECOSUR-SC:ECOAB:48182,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48184,CROSP,ECOSUR-SC:ECOAB:48184,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48185,CONFAM,ECOSUR-SC:ECOAB:48185,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48223,LASPL,ECOSUR-SC:ECOAB:48223,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48228,PACSP,ECOSUR-SC:ECOAB:48228,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48231,WIGURE,ECOSUR-SC:ECOAB:48231,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48234,LASPL,ECOSUR-SC:ECOAB:48234,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48241,WIGURE,ECOSUR-SC:ECOAB:48241,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48242,WIGURE,ECOSUR-SC:ECOAB:48242,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48246,WIGURE,ECOSUR-SC:ECOAB:48246,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48247,LASPL,ECOSUR-SC:ECOAB:48247,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48248,LASPL,ECOSUR-SC:ECOAB:48248,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48250,LASPL,ECOSUR-SC:ECOAB:48250,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48252,LASPL,ECOSUR-SC:ECOAB:48252,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48253,LASPL,ECOSUR-SC:ECOAB:48253,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48254,WIGURE,ECOSUR-SC:ECOAB:48254,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48255,WIGURE,ECOSUR-SC:ECOAB:48255,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48256,WIGURE,ECOSUR-SC:ECOAB:48256,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48257,WIGURE,ECOSUR-SC:ECOAB:48257,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48258,WIGURE,ECOSUR-SC:ECOAB:48258,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48259,OXASP,ECOSUR-SC:ECOAB:48259,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48295,LAMFAM,ECOSUR-SC:ECOAB:48295,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48296,ASTFAM,ECOSUR-SC:ECOAB:48296,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48364,OXASP,ECOSUR-SC:ECOAB:48364,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48379,ARDBRE,ECOSUR-SC:ECOAB:48379,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48382,LOBLAX,ECOSUR-SC:ECOAB:48382,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48387,DESSP,ECOSUR-SC:ECOAB:48387,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48393,PHASP,ECOSUR-SC:ECOAB:48393,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48395,MALSP,ECOSUR-SC:ECOAB:48395,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48396,DESSP,ECOSUR-SC:ECOAB:48396,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48397,FABFAM,ECOSUR-SC:ECOAB:48397,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48398,FABFAM,ECOSUR-SC:ECOAB:48398,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48399,DESSP,ECOSUR-SC:ECOAB:48399,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48400,DESSP,ECOSUR-SC:ECOAB:48400,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48401,DESSP,ECOSUR-SC:ECOAB:48401,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48402,DESSP,ECOSUR-SC:ECOAB:48402,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48403,FABFAM,ECOSUR-SC:ECOAB:48403,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48404,FABFAM,ECOSUR-SC:ECOAB:48404,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48405,DESSP,ECOSUR-SC:ECOAB:48405,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48406,DESSP,ECOSUR-SC:ECOAB:48406,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48416,WIGURE,ECOSUR-SC:ECOAB:48416,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48418,WIGURE,ECOSUR-SC:ECOAB:48418,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48422,WIGURE,ECOSUR-SC:ECOAB:48422,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48424,LEPCAN,ECOSUR-SC:ECOAB:48424,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48426,SIDSP,ECOSUR-SC:ECOAB:48426,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48471,FABFAM,ECOSUR-SC:ECOAB:48471,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48472,TITDIV,ECOSUR-SC:ECOAB:48472,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48473,ASTFAM,ECOSUR-SC:ECOAB:48473,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48474,OXASP,ECOSUR-SC:ECOAB:48474,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48475,CONFAM,ECOSUR-SC:ECOAB:48475,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48476,CONFAM,ECOSUR-SC:ECOAB:48476,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48478,CONFAM,ECOSUR-SC:ECOAB:48478,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48480,INGSP,ECOSUR-SC:ECOAB:48480,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48482,CONFAM,ECOSUR-SC:ECOAB:48482,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48487,WIGURE,ECOSUR-SC:ECOAB:48487,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48489,LASPL,ECOSUR-SC:ECOAB:48489,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48490,LASPL,ECOSUR-SC:ECOAB:48490,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48491,OXASP,ECOSUR-SC:ECOAB:48491,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48492,LASPL,ECOSUR-SC:ECOAB:48492,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48493,LASPL,ECOSUR-SC:ECOAB:48493,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48496,LASPL,ECOSUR-SC:ECOAB:48496,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48498,WIGURE,ECOSUR-SC:ECOAB:48498,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48499,WIGURE,ECOSUR-SC:ECOAB:48499,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48501,FABFAM,ECOSUR-SC:ECOAB:48501,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:48503,WIGURE,ECOSUR-SC:ECOAB:48503,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
