occurrenceID,collectionCode,catalogNumber,year,month,day,locationID,country,stateProvince,municipality,locality,decimalLatitude,decimalLongitude,minimumElevationInMeters,recordedByID,recordedBy,taxonID,identifiedByID,identifiedBy,eventDate,sex
ECOSUR-SC:ECOAB:122916,ECOAB,122916,2020,8,17,TLAYAU1,México,Tlaxcala,Yauhquemehcan,Carr. San Dionisio; 4km WNW de Apizaco,19.41908,98.18226,2462.0,LMA,Linda Marin,PARCOE,PS,Philippe Sagot,2020-08-17,F
ECOSUR-SC:ECOAB:122917,ECOAB,122917,2020,8,17,TLAYAU1,México,Tlaxcala,Yauhquemehcan,Carr. San Dionisio; 4km WNW de Apizaco,19.41908,98.18226,2462.0,LMA,Linda Marin,OSMAZT,PS,Philippe Sagot,2020-08-17,F
ECOSUR-SC:ECOAB:122918,ECOAB,122918,2020,8,19,TLAYAU1,México,Tlaxcala,Yauhquemehcan,Carr. San Dionisio; 4km WNW de Apizaco,19.41908,98.18226,2462.0,LMA,Linda Marin,BOMEPH,PS,Philippe Sagot,2020-08-19,M
ECOSUR-SC:ECOAB:122919,ECOAB,122919,2020,8,19,TLAYAU1,México,Tlaxcala,Yauhquemehcan,Carr. San Dionisio; 4km WNW de Apizaco,19.41908,98.18226,2462.0,LMA,Linda Marin,BOMEPH,PS,Philippe Sagot,2020-08-19,M
ECOSUR-SC:ECOAB:12292,ECOAB,12292,2013,6,11,MIA3,México,Chiapas,Oxchuc,Tzopilja,16.72855,92.31024,2211.0,MS,Miguel Santiz,PROASP,PS,Philippe Sagot,2013-06-11,M
ECOSUR-SC:ECOAB:122920,ECOAB,122920,2020,8,19,TLAYAU1,México,Tlaxcala,Yauhquemehcan,Carr. San Dionisio; 4km WNW de Apizaco,19.41908,98.18226,2462.0,LMA,Linda Marin,THYSP,PS,Philippe Sagot,2020-08-19,F
ECOSUR-SC:ECOAB:122921,ECOAB,122921,2020,8,19,TLAYAU1,México,Tlaxcala,Yauhquemehcan,Carr. San Dionisio; 4km WNW de Apizaco,19.41908,98.18226,2462.0,LMA,Linda Marin,THYSP,PS,Philippe Sagot,2020-08-19,F
ECOSUR-SC:ECOAB:122922,ECOAB,122922,2020,8,19,TLAYAU1,México,Tlaxcala,Yauhquemehcan,Carr. San Dionisio; 4km WNW de Apizaco,19.41908,98.18226,2462.0,LMA,Linda Marin,MELISSP,PS,Philippe Sagot,2020-08-19,M
ECOSUR-SC:ECOAB:122923,ECOAB,122923,2020,8,19,TLAYAU1,México,Tlaxcala,Yauhquemehcan,Carr. San Dionisio; 4km WNW de Apizaco,19.41908,98.18226,2462.0,LMA,Linda Marin,MELISSP,PS,Philippe Sagot,2020-08-19,F
ECOSUR-SC:ECOAB:122924,ECOAB,122924,2020,8,13,TLAYAU1,México,Tlaxcala,Yauhquemehcan,Carr. San Dionisio; 4km WNW de Apizaco,19.41908,98.18226,2462.0,LMA,Linda Marin,PEPPRU,PS,Philippe Sagot,2020-08-13,F
ECOSUR-SC:ECOAB:122925,ECOAB,122925,2020,8,13,TLAYAU1,México,Tlaxcala,Yauhquemehcan,Carr. San Dionisio; 4km WNW de Apizaco,19.41908,98.18226,2462.0,LMA,Linda Marin,PARCOE,PS,Philippe Sagot,2020-08-13,F
ECOSUR-SC:ECOAB:122926,ECOAB,122926,2020,8,13,TLAYAU1,México,Tlaxcala,Yauhquemehcan,Carr. San Dionisio; 4km WNW de Apizaco,19.41908,98.18226,2462.0,LMA,Linda Marin,PARCOE,PS,Philippe Sagot,2020-08-13,F
ECOSUR-SC:ECOAB:122927,ECOAB,122927,2020,8,13,TLAYAU1,México,Tlaxcala,Yauhquemehcan,Carr. San Dionisio; 4km WNW de Apizaco,19.41908,98.18226,2462.0,LMA,Linda Marin,LASDES,PS,Philippe Sagot,2020-08-13,M
ECOSUR-SC:ECOAB:122928,ECOAB,122928,2020,8,13,TLAYAU1,México,Tlaxcala,Yauhquemehcan,Carr. San Dionisio; 4km WNW de Apizaco,19.41908,98.18226,2462.0,LMA,Linda Marin,TRISP,PS,Philippe Sagot,2020-08-13,M
ECOSUR-SC:ECOAB:122929,ECOAB,122929,2020,12,4,CHIIND2,México,Chiapas,La Independencia,San Antonio Los Altos,16.27872,91.69202,1237.0,LAR,Lázaro Arroyo R,PARBIL,PS,Philippe Sagot,2020-12-04,M
ECOSUR-SC:ECOAB:12293,ECOAB,12293,2013,6,12,MIB1,México,Chiapas,Oxchuc,Retiro,16.78602,92.36719,2231.0,JL,Jesús López,PROASP,PS,Philippe Sagot,2013-06-12,M
ECOSUR-SC:ECOAB:122930,ECOAB,122930,2020,12,4,CHIIND2,México,Chiapas,La Independencia,San Antonio Los Altos,16.27872,91.69202,1237.0,LAR,Lázaro Arroyo R,PARBIL,PS,Philippe Sagot,2020-12-04,M
ECOSUR-SC:ECOAB:12294,ECOAB,12294,2013,6,11,MIA3,México,Chiapas,Oxchuc,Tzopilja,16.72855,92.31024,2211.0,JL,Jesús López,PROASP,PS,Philippe Sagot,2013-06-11,M
ECOSUR-SC:ECOAB:12295,ECOAB,12295,2013,6,11,MIA3,México,Chiapas,Oxchuc,Tzopilja,16.72855,92.31024,2211.0,JL,Jesús López,PROASP,PS,Philippe Sagot,2013-06-11,M
ECOSUR-SC:ECOAB:12296,ECOAB,12296,2013,6,11,MIA3,México,Chiapas,Oxchuc,Tzopilja,16.72855,92.31024,2211.0,JL,Jesús López,PROASP,PS,Philippe Sagot,2013-06-11,M
ECOSUR-SC:ECOAB:12297,ECOAB,12297,2013,6,10,MIA2,México,Chiapas,Oxchuc,Mukulwitz,16.8019,92.32189,1972.0,MS,Miguel Santiz,PROASP,PS,Philippe Sagot,2013-06-10,M
ECOSUR-SC:ECOAB:12298,ECOAB,12298,2013,6,11,MIA3,México,Chiapas,Oxchuc,Tzopilja,16.72855,92.31024,2211.0,MS,Miguel Santiz,PROASP,PS,Philippe Sagot,2013-06-11,M
ECOSUR-SC:ECOAB:122983,ECOAB,122983,2020,8,13,JUANSAB2,México,Chiapas,San Cristóbal de Las Casas,Barrio Juan Sabines,16.709,92.6157,2130.0,EDM,Edgar Martinez,BOMPEND,PS,Philippe Sagot,2020-08-13,M
ECOSUR-SC:ECOAB:122984,ECOAB,122984,2020,8,13,JUANSAB2,México,Chiapas,San Cristóbal de Las Casas,Barrio Juan Sabines,16.709,92.6157,2130.0,EDM,Edgar Martinez,BOMPEND,PS,Philippe Sagot,2020-08-13,M
ECOSUR-SC:ECOAB:12299,ECOAB,12299,2013,5,17,MIU1,México,Chiapas,Oxchuc,El Calvario,16.7907,92.3452,1980.0,JL,Jesús López,PROASP,PS,Philippe Sagot,2013-05-17,M
ECOSUR-SC:ECOAB:122995,ECOAB,122995,2020,12,13,ECO,México,Chiapas,San Cristóbal de Las Casas,Ecosur,16.7059,92.6149,2130.0,JM,Jorge Mérida,SPHSP,PS,Philippe Sagot,2020-12-13,F
ECOSUR-SC:ECOAB:122997,ECOAB,122997,2020,12,12,ECO,México,Chiapas,San Cristóbal de Las Casas,Ecosur,16.7059,92.6149,2130.0,JM,Jorge Mérida,HYLSP18M,PS,Philippe Sagot,2020-12-12,F
ECOSUR-SC:ECOAB:122998,ECOAB,122998,2020,12,12,ECO,México,Chiapas,San Cristóbal de Las Casas,Ecosur,16.7059,92.6149,2130.0,JM,Jorge Mérida,HYLSP18M,PS,Philippe Sagot,2020-12-12,F
ECOSUR-SC:ECOAB:12300,ECOAB,12300,2013,6,12,MIB1,México,Chiapas,Oxchuc,Retiro,16.78602,92.36719,2231.0,JL,Jesús López,PROASP,PS,Philippe Sagot,2013-06-12,M
ECOSUR-SC:ECOAB:123000,ECOAB,123000,2016,9,13,BCSCOM1,México,Baja California Sur,Comondú,Oasis La Purisima,26.18908,112.07252,104.0,AF,A. Falcon,BOMPEN,PS,Philippe Sagot,2016-09-13,M
ECOSUR-SC:ECOAB:123003,ECOAB,123003,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,LASDIA3GMA,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123004,ECOAB,123004,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,LASDIA3GMA,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123005,ECOAB,123005,2018,9,8,TABIALL,México,Tabasco,Tenosique,Ignacio Allende,17.3102691858705,91.222696372577,195.0,,,PARBIL,PS,Philippe Sagot,2018-09-08,M
ECOSUR-SC:ECOAB:12301,ECOAB,12301,2013,6,11,MIA3,México,Chiapas,Oxchuc,Tzopilja,16.72855,92.31024,2211.0,MS,Miguel Santiz,PROASP,PS,Philippe Sagot,2013-06-11,M
ECOSUR-SC:ECOAB:12302,ECOAB,12302,2013,5,18,MIU2,México,Chiapas,Oxchuc,Zona Urbana,16.7737,92.3421,2000.0,JL,Jesús López,PROASP,PS,Philippe Sagot,2013-05-18,M
ECOSUR-SC:ECOAB:12303,ECOAB,12303,2013,6,15,MIB3,México,Chiapas,Oxchuc,Ch’enchawuk,16.79782,92.31598,2057.0,MS,Miguel Santiz,PROASP,PS,Philippe Sagot,2013-06-15,M
ECOSUR-SC:ECOAB:12304,ECOAB,12304,2013,6,15,MIB3,México,Chiapas,Oxchuc,Ch’enchawuk,16.79782,92.31598,2057.0,JL,Jesús López,PROASP,PS,Philippe Sagot,2013-06-15,M
ECOSUR-SC:ECOAB:123044,ECOAB,123044,2018,9,24,TABPSAB,México,Tabasco,Tenosique,Paso de la Sabana,17.4639177294193,91.5059020556633,19.0,ATH,Adriana Tapia,PAROPA,PS,Philippe Sagot,2018-09-24,M
ECOSUR-SC:ECOAB:123045,ECOAB,123045,2018,9,24,TABPSAB,México,Tabasco,Tenosique,Paso de la Sabana,17.4639177294193,91.5059020556633,19.0,ATH,Adriana Tapia,TRIFUS,PS,Philippe Sagot,2018-09-24,M
ECOSUR-SC:ECOAB:123048,ECOAB,123048,2018,9,24,TABPSAB,México,Tabasco,Tenosique,Paso de la Sabana,17.4639177294193,91.5059020556633,19.0,ATH,Adriana Tapia,PERCAU,PS,Philippe Sagot,2018-09-24,M
ECOSUR-SC:ECOAB:12305,ECOAB,12305,2013,6,15,MIB3,México,Chiapas,Oxchuc,Ch’enchawuk,16.79782,92.31598,2057.0,MS,Miguel Santiz,PROASP,PS,Philippe Sagot,2013-06-15,M
ECOSUR-SC:ECOAB:123051,ECOAB,123051,2018,9,24,TABPSAB,México,Tabasco,Tenosique,Paso de la Sabana,17.4639177294193,91.5059020556633,19.0,ATH,Adriana Tapia,LASDIATEG,PS,Philippe Sagot,2018-09-24,M
ECOSUR-SC:ECOAB:12306,ECOAB,12306,2013,6,11,MIA3,México,Chiapas,Oxchuc,Tzopilja,16.72855,92.31024,2211.0,JL,Jesús López,PROASP,PS,Philippe Sagot,2013-06-11,M
ECOSUR-SC:ECOAB:12307,ECOAB,12307,2013,4,19,MIA1,México,Chiapas,Oxchuc,Cerro Naj’ til Wits,16.80509,92.3606,1980.0,JL,Jesús López,PROASP,PS,Philippe Sagot,2013-04-19,M
ECOSUR-SC:ECOAB:123075,ECOAB,123075,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123076,ECOAB,123076,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123077,ECOAB,123077,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123078,ECOAB,123078,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123079,ECOAB,123079,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:12308,ECOAB,12308,2013,6,9,MIA1,México,Chiapas,Oxchuc,Cerro Naj’ til Wits,16.80509,92.3606,1980.0,JL,Jesús López,PROASP,PS,Philippe Sagot,2013-06-09,M
ECOSUR-SC:ECOAB:123080,ECOAB,123080,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123081,ECOAB,123081,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123082,ECOAB,123082,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123083,ECOAB,123083,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123084,ECOAB,123084,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123085,ECOAB,123085,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123086,ECOAB,123086,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123087,ECOAB,123087,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123088,ECOAB,123088,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123089,ECOAB,123089,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:12309,ECOAB,12309,2013,6,11,MIA3,México,Chiapas,Oxchuc,Tzopilja,16.72855,92.31024,2211.0,MS,Miguel Santiz,PROASP,PS,Philippe Sagot,2013-06-11,M
ECOSUR-SC:ECOAB:123090,ECOAB,123090,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123091,ECOAB,123091,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123092,ECOAB,123092,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123093,ECOAB,123093,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123094,ECOAB,123094,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123095,ECOAB,123095,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123096,ECOAB,123096,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123097,ECOAB,123097,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123098,ECOAB,123098,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123099,ECOAB,123099,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:12310,ECOAB,12310,2013,6,11,MIA3,México,Chiapas,Oxchuc,Tzopilja,16.72855,92.31024,2211.0,JL,Jesús López,PROASP,JM,Jorge Mérida,2013-06-11,M
ECOSUR-SC:ECOAB:123100,ECOAB,123100,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123101,ECOAB,123101,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123102,ECOAB,123102,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123103,ECOAB,123103,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123104,ECOAB,123104,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123105,ECOAB,123105,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123106,ECOAB,123106,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123107,ECOAB,123107,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123108,ECOAB,123108,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123109,ECOAB,123109,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:12311,ECOAB,12311,2013,6,15,MIB3,México,Chiapas,Oxchuc,Ch’enchawuk,16.79782,92.31598,2057.0,JL,Jesús López,PROASP,PS,Philippe Sagot,2013-06-15,M
ECOSUR-SC:ECOAB:123110,ECOAB,123110,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,
ECOSUR-SC:ECOAB:123111,ECOAB,123111,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123112,ECOAB,123112,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123113,ECOAB,123113,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123114,ECOAB,123114,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123115,ECOAB,123115,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123116,ECOAB,123116,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123117,ECOAB,123117,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123118,ECOAB,123118,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123119,ECOAB,123119,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:12312,ECOAB,12312,2013,6,15,MIB3,México,Chiapas,Oxchuc,Ch’enchawuk,16.79782,92.31598,2057.0,MS,Miguel Santiz,PROASP,PS,Philippe Sagot,2013-06-15,M
ECOSUR-SC:ECOAB:123120,ECOAB,123120,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123121,ECOAB,123121,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123122,ECOAB,123122,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123123,ECOAB,123123,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123124,ECOAB,123124,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123125,ECOAB,123125,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123126,ECOAB,123126,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123127,ECOAB,123127,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123128,ECOAB,123128,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123129,ECOAB,123129,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:12313,ECOAB,12313,2013,2,21,MIU2,México,Chiapas,Oxchuc,Zona Urbana,16.7737,92.3421,2000.0,JL,Jesús López,PROASP,PS,Philippe Sagot,2013-02-21,M
ECOSUR-SC:ECOAB:123130,ECOAB,123130,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123131,ECOAB,123131,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123132,ECOAB,123132,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123133,ECOAB,123133,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123134,ECOAB,123134,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123135,ECOAB,123135,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123136,ECOAB,123136,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123137,ECOAB,123137,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123138,ECOAB,123138,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123139,ECOAB,123139,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123140,ECOAB,123140,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
ECOSUR-SC:ECOAB:123141,ECOAB,123141,2018,9,2,TABMH,México,Tabasco,Tenosique,Miguel Hidalgo,17.2782896108641,91.1573110162561,166.0,,,PARBIL,PS,Philippe Sagot,2018-09-02,M
