occurrenceID,collectionCode,catalogNumber,year,month,day,locationID,country,stateProvince,municipality,locality,decimalLatitude,decimalLongitude,minimumElevationInMeters,recordedByID,recordedBy,taxonID,identifiedByID,identifiedBy,eventDate,sex
ECOSUR-SC:ECOAB:63644,ECOAB,63644,2010,11,18,CAJU,Guatemala,Huehuetenango,La Democracia,Cajuil,15.63746,91.78722,1026.0,OA,Omar Argüello,MELOTO,JM,Jorge Mérida,2010-11-18,M
ECOSUR-SC:ECOAB:63645,ECOAB,63645,2010,11,18,CAJU,Guatemala,Huehuetenango,La Democracia,Cajuil,15.63746,91.78722,1026.0,OA,Omar Argüello,MELOTO,JM,Jorge Mérida,2010-11-18,M
ECOSUR-SC:ECOAB:63647,ECOAB,63647,2010,4,30,SNAN,Guatemala,Huehuetenango,San Antonio Huista,San Andrés,15.71666,91.74551,940.0,PS,Philippe Sagot,AUGCOM,PS,Philippe Sagot,2010-04-30,M
ECOSUR-SC:ECOAB:63649,ECOAB,63649,2010,4,7,CRUZ,México,Chiapas,Tenejapa,Cruz Pilar,16.8965,92.4505,1220.0,JM,Jorge Mérida,AUGCOM,PS,Philippe Sagot,2010-04-07,M
ECOSUR-SC:ECOAB:63650,ECOAB,63650,2010,4,30,SNAN,Guatemala,Huehuetenango,San Antonio Huista,San Andrés,15.71666,91.74551,940.0,MH,Marcos Hurtado,AUGCOM,PS,Philippe Sagot,2010-04-30,M
ECOSUR-SC:ECOAB:63651,ECOAB,63651,2010,4,30,SNAN,Guatemala,Huehuetenango,San Antonio Huista,San Andrés,15.71666,91.74551,940.0,MH,Marcos Hurtado,AUGCOM,PS,Philippe Sagot,2010-04-30,M
ECOSUR-SC:ECOAB:63652,ECOAB,63652,2010,4,30,SNAN,Guatemala,Huehuetenango,San Antonio Huista,San Andrés,15.71666,91.74551,940.0,MH,Marcos Hurtado,AUGCOM,PS,Philippe Sagot,2010-04-30,M
ECOSUR-SC:ECOAB:63653,ECOAB,63653,2010,4,7,CRUZ,México,Chiapas,Tenejapa,Cruz Pilar,16.8965,92.4505,1220.0,JM,Jorge Mérida,AUGCOM,PS,Philippe Sagot,2010-04-07,M
ECOSUR-SC:ECOAB:63655,ECOAB,63655,2010,5,2,CHEJ,Guatemala,Huehuetenango,Santa Ana Huista,Chejbal,15.68597,91.78158,1085.0,MH,Marcos Hurtado,AUGCOM,PS,Philippe Sagot,2010-05-02,M
ECOSUR-SC:ECOAB:63656,ECOAB,63656,2010,4,30,SNAN,Guatemala,Huehuetenango,San Antonio Huista,San Andrés,15.71666,91.74551,940.0,MH,Marcos Hurtado,AUGCOM,PS,Philippe Sagot,2010-04-30,M
ECOSUR-SC:ECOAB:63658,ECOAB,63658,2010,4,30,JACA,Guatemala,Huehuetenango,Jacaltenango,Jacaltenango,15.68064,91.72623,1243.0,LA,Leonel Aguilar,AUGCOM,PS,Philippe Sagot,2010-04-30,M
ECOSUR-SC:ECOAB:63659,ECOAB,63659,2010,4,30,JACA,Guatemala,Huehuetenango,Jacaltenango,Jacaltenango,15.68064,91.72623,1243.0,LA,Leonel Aguilar,AUGCOM,PS,Philippe Sagot,2010-04-30,M
ECOSUR-SC:ECOAB:63660,ECOAB,63660,2010,4,7,CRUZ,México,Chiapas,Tenejapa,Cruz Pilar,16.8965,92.4505,1220.0,JM,Jorge Mérida,AUGCOM,PS,Philippe Sagot,2010-04-07,M
ECOSUR-SC:ECOAB:63661,ECOAB,63661,2010,4,7,CRUZ,México,Chiapas,Tenejapa,Cruz Pilar,16.8965,92.4505,1220.0,JM,Jorge Mérida,AUGCOM,PS,Philippe Sagot,2010-04-07,M
ECOSUR-SC:ECOAB:63662,ECOAB,63662,2010,4,7,TZUL,México,Chiapas,San Juan Cancuc,Tzuluwitz,16.894,92.4019,1270.0,CL,César López,AUGCOM,PS,Philippe Sagot,2010-04-07,M
ECOSUR-SC:ECOAB:63663,ECOAB,63663,2010,4,30,SNAN,Guatemala,Huehuetenango,San Antonio Huista,San Andrés,15.71666,91.74551,940.0,MH,Marcos Hurtado,AUGCOM,PS,Philippe Sagot,2010-04-30,M
ECOSUR-SC:ECOAB:63664,ECOAB,63664,2010,4,6,CHIJ,México,Chiapas,San Juan Cancuc,Chijil,16.947,92.4087,1095.0,MG,Miguel Guzmán,AUGCOM,PS,Philippe Sagot,2010-04-06,M
ECOSUR-SC:ECOAB:63665,ECOAB,63665,2010,4,30,JACA,Guatemala,Huehuetenango,Jacaltenango,Jacaltenango,15.68064,91.72623,1243.0,CB,Carlos Balboa,AUGCOM,PS,Philippe Sagot,2010-04-30,M
ECOSUR-SC:ECOAB:63667,ECOAB,63667,2010,5,1,CANT,Guatemala,Huehuetenango,San Antonio Huista,Buenos Aires,15.61016,91.74186,1192.0,MC,Miguel Cigarroa,AUGCOM,PS,Philippe Sagot,2010-05-01,M
ECOSUR-SC:ECOAB:63668,ECOAB,63668,2010,4,18,CHIJ,México,Chiapas,San Juan Cancuc,Chijil,16.947,92.4087,1095.0,PS,Philippe Sagot,AUGCOM,PS,Philippe Sagot,2010-04-18,M
ECOSUR-SC:ECOAB:63669,ECOAB,63669,2010,4,6,CRUZ,México,Chiapas,Tenejapa,Cruz Pilar,16.8965,92.4505,1220.0,CL,César López,AUGCOM,PS,Philippe Sagot,2010-04-06,M
ECOSUR-SC:ECOAB:63673,ECOAB,63673,2010,5,2,CHEJ,Guatemala,Huehuetenango,Santa Ana Huista,Chejbal,15.68597,91.78158,1085.0,JM,Jorge Mérida,AUGCOM,PS,Philippe Sagot,2010-05-02,M
ECOSUR-SC:ECOAB:63674,ECOAB,63674,2010,4,16,SNMI,México,Chiapas,Ocosingo,San Miguel,16.91399,91.95614,950.0,LA,Leonel Aguilar,AUGCOM,PS,Philippe Sagot,2010-04-16,M
ECOSUR-SC:ECOAB:63675,ECOAB,63675,2010,5,2,CHEJ,Guatemala,Huehuetenango,Santa Ana Huista,Chejbal,15.68597,91.78158,1085.0,PS,Philippe Sagot,AUGCOM,PS,Philippe Sagot,2010-05-02,M
ECOSUR-SC:ECOAB:63676,ECOAB,63676,2010,4,11,CHIJ,México,Chiapas,San Juan Cancuc,Chijil,16.947,92.4087,1095.0,CL,César López,AUGCOM,PS,Philippe Sagot,2010-04-11,M
ECOSUR-SC:ECOAB:63677,ECOAB,63677,2010,4,9,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,AL,Alonso López,AUGCOM,PS,Philippe Sagot,2010-04-09,M
ECOSUR-SC:ECOAB:63678,ECOAB,63678,2010,4,30,SNAN,Guatemala,Huehuetenango,San Antonio Huista,San Andrés,15.71666,91.74551,940.0,PS,Philippe Sagot,AUGCOM,PS,Philippe Sagot,2010-04-30,M
ECOSUR-SC:ECOAB:63680,ECOAB,63680,2010,12,16,ROS2,México,Chiapas,Ocosingo,Rosario,16.8824,92.2801,1129.0,JL,Jesús López,AUGCOM,RA,Ricardo Ayala,2010-12-16,M
ECOSUR-SC:ECOAB:63681,ECOAB,63681,2010,5,1,PINA,Guatemala,Huehuetenango,La Democracia,Pinalito,15.6653,91.8618,963.0,MH,Marcos Hurtado,AUGCOM,PS,Philippe Sagot,2010-05-01,M
ECOSUR-SC:ECOAB:63686,ECOAB,63686,2010,5,2,CHEJ,Guatemala,Huehuetenango,Santa Ana Huista,Chejbal,15.68597,91.78158,1085.0,JM,Jorge Mérida,AUGNEG,PS,Philippe Sagot,2010-05-02,M
ECOSUR-SC:ECOAB:63688,ECOAB,63688,2010,5,2,CHEJ,Guatemala,Huehuetenango,Santa Ana Huista,Chejbal,15.68597,91.78158,1085.0,JM,Jorge Mérida,AUGNEG,PS,Philippe Sagot,2010-05-02,M
ECOSUR-SC:ECOAB:63691,ECOAB,63691,2010,5,1,PINA,Guatemala,Huehuetenango,La Democracia,Pinalito,15.6653,91.8618,963.0,JM,Jorge Mérida,AUGNEG,PS,Philippe Sagot,2010-05-01,M
ECOSUR-SC:ECOAB:63701,ECOAB,63701,2010,5,8,CAMO,Guatemala,Huehuetenango,La Libertad,Camojaito,15.61604,91.87273,940.0,R,Roberto,AUGPOM,PS,Philippe Sagot,2010-05-08,M
ECOSUR-SC:ECOAB:63702,ECOAB,63702,2010,3,2,PINA,Guatemala,Huehuetenango,La Democracia,Pinalito,15.6653,91.8618,963.0,MC,Miguel Cigarroa,AUGPOM,PS,Philippe Sagot,2010-03-02,M
ECOSUR-SC:ECOAB:63705,ECOAB,63705,2010,5,1,PINA,Guatemala,Huehuetenango,La Democracia,Pinalito,15.6653,91.8618,963.0,MH,Marcos Hurtado,AUGPOM,PS,Philippe Sagot,2010-05-01,M
ECOSUR-SC:ECOAB:63706,ECOAB,63706,2010,5,1,PINA,Guatemala,Huehuetenango,La Democracia,Pinalito,15.6653,91.8618,963.0,MH,Marcos Hurtado,AUGPOM,PS,Philippe Sagot,2010-05-01,M
ECOSUR-SC:ECOAB:63707,ECOAB,63707,2010,5,1,PINA,Guatemala,Huehuetenango,La Democracia,Pinalito,15.6653,91.8618,963.0,MH,Marcos Hurtado,AUGPOM,PS,Philippe Sagot,2010-05-01,M
ECOSUR-SC:ECOAB:63714,ECOAB,63714,2010,5,8,CAJU,Guatemala,Huehuetenango,La Democracia,Cajuil,15.63746,91.78722,1026.0,MA,Mario,AUGPOM,PS,Philippe Sagot,2010-05-08,M
ECOSUR-SC:ECOAB:63715,ECOAB,63715,2010,5,1,PINA,Guatemala,Huehuetenango,La Democracia,Pinalito,15.6653,91.8618,963.0,MH,Marcos Hurtado,AUGPOM,PS,Philippe Sagot,2010-05-01,M
ECOSUR-SC:ECOAB:63721,ECOAB,63721,2010,5,1,PINA,Guatemala,Huehuetenango,La Democracia,Pinalito,15.6653,91.8618,963.0,JM,Jorge Mérida,AUGPOM,PS,Philippe Sagot,2010-05-01,M
ECOSUR-SC:ECOAB:63723,ECOAB,63723,2010,5,1,PINA,Guatemala,Huehuetenango,La Democracia,Pinalito,15.6653,91.8618,963.0,MH,Marcos Hurtado,AUGPOM,PS,Philippe Sagot,2010-05-01,M
ECOSUR-SC:ECOAB:63724,ECOAB,63724,2010,5,2,CHEJ,Guatemala,Huehuetenango,Santa Ana Huista,Chejbal,15.68597,91.78158,1085.0,MH,Marcos Hurtado,AUGPOM,PS,Philippe Sagot,2010-05-02,M
ECOSUR-SC:ECOAB:63750,ECOAB,63750,2010,4,9,TZUL,México,Chiapas,San Juan Cancuc,Tzuluwitz,16.894,92.4019,1270.0,PS,Philippe Sagot,AUGIGN,JM,Jorge Mérida,2010-04-09,M
ECOSUR-SC:ECOAB:63751,ECOAB,63751,2010,4,9,TZUL,México,Chiapas,San Juan Cancuc,Tzuluwitz,16.894,92.4019,1270.0,PS,Philippe Sagot,AUGIGN,JM,Jorge Mérida,2010-04-09,M
ECOSUR-SC:ECOAB:63752,ECOAB,63752,2010,4,11,CHIJ,México,Chiapas,San Juan Cancuc,Chijil,16.947,92.4087,1095.0,CL,César López,AUGIGN,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:63753,ECOAB,63753,2010,12,8,TZUL,México,Chiapas,San Juan Cancuc,Tzuluwitz,16.894,92.4019,1270.0,CL,César López,AUGIGN,PS,Philippe Sagot,2010-12-08,M
ECOSUR-SC:ECOAB:63754,ECOAB,63754,2010,12,8,TZUL,México,Chiapas,San Juan Cancuc,Tzuluwitz,16.894,92.4019,1270.0,CL,César López,AUGIGN,PS,Philippe Sagot,2010-12-08,M
ECOSUR-SC:ECOAB:63755,ECOAB,63755,2010,12,8,TZUL,México,Chiapas,San Juan Cancuc,Tzuluwitz,16.894,92.4019,1270.0,MC,Miguel Cigarroa,AUGIGN,PS,Philippe Sagot,2010-12-08,M
ECOSUR-SC:ECOAB:63756,ECOAB,63756,2010,12,8,TZUL,México,Chiapas,San Juan Cancuc,Tzuluwitz,16.894,92.4019,1270.0,MC,Miguel Cigarroa,AUGIGN,PS,Philippe Sagot,2010-12-08,M
ECOSUR-SC:ECOAB:63757,ECOAB,63757,2010,12,8,TZUL,México,Chiapas,San Juan Cancuc,Tzuluwitz,16.894,92.4019,1270.0,AL,Alonso López,AUGIGN,PS,Philippe Sagot,2010-12-08,M
ECOSUR-SC:ECOAB:63763,ECOAB,63763,2010,4,11,JAVI,México,Chiapas,Ocosingo,Javier López Moreno,16.82235,91.97311,925.0,PS,Philippe Sagot,TRINIG,JM,Jorge Mérida,2010-04-11,M
ECOSUR-SC:ECOAB:63765,ECOAB,63765,2010,2,11,ROSA,México,Chiapas,Ocosingo,Rosario,16.88589,92.27417,1118.0,PS,Philippe Sagot,AUGIGN,PS,Philippe Sagot,2010-02-11,M
ECOSUR-SC:ECOAB:63769,ECOAB,63769,2010,5,2,CHEJ,Guatemala,Huehuetenango,Santa Ana Huista,Chejbal,15.68597,91.78158,1085.0,PS,Philippe Sagot,AUGIGN,PS,Philippe Sagot,2010-05-02,M
ECOSUR-SC:ECOAB:63770,ECOAB,63770,2010,4,14,PLAN,México,Chiapas,Ocosingo,Ocosingo,16.89199,92.08374,880.0,PS,Philippe Sagot,AUGIGN,PS,Philippe Sagot,2010-04-14,M
ECOSUR-SC:ECOAB:63771,ECOAB,63771,2010,5,1,CANT,Guatemala,Huehuetenango,San Antonio Huista,Buenos Aires,15.61016,91.74186,1192.0,MC,Miguel Cigarroa,AUGIGN,PS,Philippe Sagot,2010-05-01,M
ECOSUR-SC:ECOAB:63772,ECOAB,63772,2010,4,28,CAMO,Guatemala,Huehuetenango,La Libertad,Camojaito,15.61604,91.87273,940.0,MC,Miguel Cigarroa,AUGIGN,PS,Philippe Sagot,2010-04-28,M
ECOSUR-SC:ECOAB:63773,ECOAB,63773,2010,5,1,CANT,Guatemala,Huehuetenango,San Antonio Huista,Buenos Aires,15.61016,91.74186,1192.0,MC,Miguel Cigarroa,AUGIGN,PS,Philippe Sagot,2010-05-01,M
ECOSUR-SC:ECOAB:63774,ECOAB,63774,2010,5,1,CANT,Guatemala,Huehuetenango,San Antonio Huista,Buenos Aires,15.61016,91.74186,1192.0,LA,Leonel Aguilar,AUGIGN,PS,Philippe Sagot,2010-05-01,M
ECOSUR-SC:ECOAB:63775,ECOAB,63775,2010,5,1,CANT,Guatemala,Huehuetenango,San Antonio Huista,Buenos Aires,15.61016,91.74186,1192.0,LA,Leonel Aguilar,AUGIGN,PS,Philippe Sagot,2010-05-01,M
ECOSUR-SC:ECOAB:63776,ECOAB,63776,2010,4,15,ROSA,México,Chiapas,Ocosingo,Rosario,16.88589,92.27417,1118.0,MG,Miguel Guzmán,AUGIGN,PS,Philippe Sagot,2010-04-15,M
ECOSUR-SC:ECOAB:63777,ECOAB,63777,2010,4,16,SNMI,México,Chiapas,Ocosingo,San Miguel,16.91399,91.95614,950.0,MC,Miguel Cigarroa,AUGIGN,PS,Philippe Sagot,2010-04-16,M
ECOSUR-SC:ECOAB:63785,ECOAB,63785,2009,11,20,LOMA,México,Chiapas,Arriaga,Ejido Adolfo López Mateos,16.32131,93.9832,367.5,CB,Carlos Balboa,ANCAPI,PS,Philippe Sagot,2009-11-20,M
ECOSUR-SC:ECOAB:63787,ECOAB,63787,2009,3,13,LOMA,México,Chiapas,Arriaga,Ejido Adolfo López Mateos,16.32131,93.9832,367.5,CB,Carlos Balboa,MEGAXY,PS,Philippe Sagot,2009-03-13,M
ECOSUR-SC:ECOAB:63788,ECOAB,63788,2009,3,13,LOMA,México,Chiapas,Arriaga,Ejido Adolfo López Mateos,16.32131,93.9832,367.5,CB,Carlos Balboa,MEGAXY,PS,Philippe Sagot,2009-03-13,M
ECOSUR-SC:ECOAB:63789,ECOAB,63789,2009,3,13,LOMA,México,Chiapas,Arriaga,Ejido Adolfo López Mateos,16.32131,93.9832,367.5,CB,Carlos Balboa,MEGAXY,PS,Philippe Sagot,2009-03-13,M
ECOSUR-SC:ECOAB:63790,ECOAB,63790,2009,3,13,LOMA,México,Chiapas,Arriaga,Ejido Adolfo López Mateos,16.32131,93.9832,367.5,CB,Carlos Balboa,MEGAXY,PS,Philippe Sagot,2009-03-13,M
ECOSUR-SC:ECOAB:63791,ECOAB,63791,2009,3,13,LOMA,México,Chiapas,Arriaga,Ejido Adolfo López Mateos,16.32131,93.9832,367.5,CB,Carlos Balboa,MEGAXY,PS,Philippe Sagot,2009-03-13,M
ECOSUR-SC:ECOAB:63792,ECOAB,63792,2009,3,13,LOMA,México,Chiapas,Arriaga,Ejido Adolfo López Mateos,16.32131,93.9832,367.5,CB,Carlos Balboa,MEGAXY,PS,Philippe Sagot,2009-03-13,M
ECOSUR-SC:ECOAB:63793,ECOAB,63793,2009,3,13,LOMA,México,Chiapas,Arriaga,Ejido Adolfo López Mateos,16.32131,93.9832,367.5,CB,Carlos Balboa,MEGAXY,PS,Philippe Sagot,2009-03-13,M
ECOSUR-SC:ECOAB:63794,ECOAB,63794,2009,3,13,LOMA,México,Chiapas,Arriaga,Ejido Adolfo López Mateos,16.32131,93.9832,367.5,CB,Carlos Balboa,MEGAXY,PS,Philippe Sagot,2009-03-13,M
ECOSUR-SC:ECOAB:63795,ECOAB,63795,2009,3,13,LOMA,México,Chiapas,Arriaga,Ejido Adolfo López Mateos,16.32131,93.9832,367.5,CB,Carlos Balboa,MEGAXY,PS,Philippe Sagot,2009-03-13,M
ECOSUR-SC:ECOAB:63796,ECOAB,63796,2009,3,13,LOMA,México,Chiapas,Arriaga,Ejido Adolfo López Mateos,16.32131,93.9832,367.5,CB,Carlos Balboa,MEGAXY,PS,Philippe Sagot,2009-03-13,M
ECOSUR-SC:ECOAB:63797,ECOAB,63797,2009,3,13,LOMA,México,Chiapas,Arriaga,Ejido Adolfo López Mateos,16.32131,93.9832,367.5,CB,Carlos Balboa,MEGAXY,PS,Philippe Sagot,2009-03-13,M
ECOSUR-SC:ECOAB:63798,ECOAB,63798,2009,3,13,LOMA,México,Chiapas,Arriaga,Ejido Adolfo López Mateos,16.32131,93.9832,367.5,CB,Carlos Balboa,MEGAXY,PS,Philippe Sagot,2009-03-13,M
ECOSUR-SC:ECOAB:63799,ECOAB,63799,2009,3,13,LOMA,México,Chiapas,Arriaga,Ejido Adolfo López Mateos,16.32131,93.9832,367.5,CB,Carlos Balboa,MEGAXY,PS,Philippe Sagot,2009-03-13,M
ECOSUR-SC:ECOAB:63800,ECOAB,63800,2009,3,13,LOMA,México,Chiapas,Arriaga,Ejido Adolfo López Mateos,16.32131,93.9832,367.5,CB,Carlos Balboa,MEGAXY,PS,Philippe Sagot,2009-03-13,M
ECOSUR-SC:ECOAB:63801,ECOAB,63801,2009,3,13,LOMA,México,Chiapas,Arriaga,Ejido Adolfo López Mateos,16.32131,93.9832,367.5,CB,Carlos Balboa,MEGAXY,PS,Philippe Sagot,2009-03-13,M
ECOSUR-SC:ECOAB:63802,ECOAB,63802,2009,3,13,LOMA,México,Chiapas,Arriaga,Ejido Adolfo López Mateos,16.32131,93.9832,367.5,CB,Carlos Balboa,MEGAXY,PS,Philippe Sagot,2009-03-13,M
ECOSUR-SC:ECOAB:63803,ECOAB,63803,2009,3,13,LOMA,México,Chiapas,Arriaga,Ejido Adolfo López Mateos,16.32131,93.9832,367.5,CB,Carlos Balboa,MEGAXY,PS,Philippe Sagot,2009-03-13,M
ECOSUR-SC:ECOAB:63804,ECOAB,63804,2009,3,13,LOMA,México,Chiapas,Arriaga,Ejido Adolfo López Mateos,16.32131,93.9832,367.5,CB,Carlos Balboa,MEGAXY,PS,Philippe Sagot,2009-03-13,M
ECOSUR-SC:ECOAB:63818,ECOAB,63818,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,CL,César López,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63819,ECOAB,63819,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,CL,César López,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63820,ECOAB,63820,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,CL,César López,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63821,ECOAB,63821,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,CL,César López,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63822,ECOAB,63822,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,CL,César López,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63823,ECOAB,63823,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,CL,César López,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63824,ECOAB,63824,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,CL,César López,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63825,ECOAB,63825,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,CL,César López,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63826,ECOAB,63826,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,CL,César López,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63827,ECOAB,63827,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,CL,César López,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63828,ECOAB,63828,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,CL,César López,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63829,ECOAB,63829,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,PS,Philippe Sagot,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63830,ECOAB,63830,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,PS,Philippe Sagot,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63831,ECOAB,63831,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,PS,Philippe Sagot,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63832,ECOAB,63832,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,PS,Philippe Sagot,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63833,ECOAB,63833,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,PS,Philippe Sagot,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63834,ECOAB,63834,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,PS,Philippe Sagot,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63835,ECOAB,63835,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,PS,Philippe Sagot,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63836,ECOAB,63836,2010,4,23,TZAJ,México,Chiapas,San Juan Cancuc,Tzajalchen,16.9474,92.3578,1020.0,ML,Marcos López,TRINIG,JM,Jorge Mérida,2010-04-23,M
ECOSUR-SC:ECOAB:63837,ECOAB,63837,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,PS,Philippe Sagot,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63838,ECOAB,63838,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,PS,Philippe Sagot,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63839,ECOAB,63839,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,PS,Philippe Sagot,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63840,ECOAB,63840,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,PS,Philippe Sagot,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63841,ECOAB,63841,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,PS,Philippe Sagot,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63842,ECOAB,63842,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,PS,Philippe Sagot,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63843,ECOAB,63843,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,PS,Philippe Sagot,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63844,ECOAB,63844,2010,12,10,TZUM,México,Chiapas,San Juan Cancuc,Tzumbal,16.9394,92.4434,1080.0,PS,Philippe Sagot,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63845,ECOAB,63845,2010,12,10,CHIJ,México,Chiapas,San Juan Cancuc,Chijil,16.947,92.4087,1095.0,FR,Franklin Rocha,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63846,ECOAB,63846,2010,12,10,CHIJ,México,Chiapas,San Juan Cancuc,Chijil,16.947,92.4087,1095.0,FR,Franklin Rocha,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63847,ECOAB,63847,2010,12,10,CHIJ,México,Chiapas,San Juan Cancuc,Chijil,16.947,92.4087,1095.0,FR,Franklin Rocha,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63848,ECOAB,63848,2010,12,10,CHIJ,México,Chiapas,San Juan Cancuc,Chijil,16.947,92.4087,1095.0,FR,Franklin Rocha,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63849,ECOAB,63849,2010,12,10,CHIJ,México,Chiapas,San Juan Cancuc,Chijil,16.947,92.4087,1095.0,FR,Franklin Rocha,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63850,ECOAB,63850,2010,12,10,CHIJ,México,Chiapas,San Juan Cancuc,Chijil,16.947,92.4087,1095.0,FR,Franklin Rocha,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63851,ECOAB,63851,2010,12,10,CHIJ,México,Chiapas,San Juan Cancuc,Chijil,16.947,92.4087,1095.0,FR,Franklin Rocha,TRINIG,PS,Philippe Sagot,2010-12-10,M
ECOSUR-SC:ECOAB:63852,ECOAB,63852,2010,12,10,CHIJ,México,Chiapas,San Juan Cancuc,Chijil,16.947,92.4087,1095.0,FR,Franklin Rocha,TRINIG,PS,Philippe Sagot,2010-12-10,M
