taxonID,scientificName,taxonRank,kingdom,phylum,class,order,family,genus,verbatimScientificName
ASHSP01,Ashmeadiella,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Ashmeadiella,Ashmeadiella sp. 01 (Aseemadiella)
ANTMAC,Anthidium maculifrons,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Anthidium,Anthidium maculifrons
ANTHAL,Anthidium hallinani,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Anthidium,Anthidium hallinani
ANTHO1,Anthodioctes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Anthodioctes,Anthodioctes sp. 01
ANTHO2,Anthodioctes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Anthodioctes,Anthodioctes sp. 02
BOMHUN,Bombus huntii,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus huntii
COEOTO,Coelioxys otomita,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Coelioxys,Coelioxys otomita
COESAN,Coelioxys sanguinicollis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Coelioxys,Coelioxys sanguinicollis
COEZAP,Coelioxys zapoteca,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Coelioxys,Coelioxys zapoteca
COETOT,Coelioxys totonacus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Coelioxys,Coelioxys totonacus
COEGON,Coelioxys gonaspis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Coelioxys,Coelioxys gonaspis
COEMEX,Coelioxys mexicana,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Coelioxys,Coelioxys mexicana
COESIM,Coelioxys simillimus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Coelioxys,Coelioxys simillimus
COESP23,Coelioxys,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Coelioxys,Coelioxys sp. 23
MEGCON,Megachile concinna,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile concinna
MEGSP16,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. 16
MEGLON,Megachile longuisetosa,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile longuisetosa
MEGFRU,Megachile frugalis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile frugalis
STESP01,Stelis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Stelis,Stelis 01 Ecosur sp. nov. 
BOMMAC,Bombus macgregori,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus macgregori
EUGVIR,Euglossa viridissima,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa viridissima
AUASP38F,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp. 38F
CAESP,Caenaugochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Caenaugochlora,
PROTPTE,Protandrena,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Protandrena,
LASSP89,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 89
LASSP108,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. 108
LASEIC,Lasioglossum eickworti,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum eickworti
ANTMACU,Anthidium maculosum,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Anthidium,Anthidium maculosum
ANTSP01,Anthidiellum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Anthidiellum,Anthidiellum sp. 01
HYLSP,Hylaeus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,
CERZADSP3,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina spnov3 Flórez
BOMBRA,Bombus brachycephalus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus brachycephalus
XYLSCH,Xylocopa,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,
BOMMLP,Bombus melanopygus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus melanopygus
PTISP,Ptiloglossa,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Ptiloglossa,
TRIFLA,Triepeolus flavigradus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Triepeolus,Triepeolus flavigradus
MEGINI,Megachile inimica,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile inimica
COESP31M,Coelioxys sp. 31 nr. hunteri,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Coelioxys,Coelioxys sp. 31 nr. hunteri
OSMALI,Osmia aliciae,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia aliciae
TETTET,Tetraloniella,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Tetraloniella,
CENEIS,Centris eisenii,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris eisenii
XYLSP,Xylocopa,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,
XYLTEN,Xylocopa tenuata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa tenuata
XYLCYA,Xylocopa cyanea,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa cyanea
XYLSP14F,Xylocopa,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa sp. 14F
BOMNIG,Bombus nigrodorsalis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus nigrodorsalis
BOMDIL,Bombus diligens,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus diligens
BOMSTE,Bombus steindachneri,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus steindachneri
BOMTRI,Bombus trinominatus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus trinominatus
EUGOBR,Euglossa obrima,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa obrima
PLEMEL,Plebeia melanica,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Plebeia,Plebeia melanica
GEOACA,Geotrigona acapulconis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Geotrigona,Geotrigona acapulconis
XYLAZT,Xylocopa tabaniformis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa tabaniformis
XYLMEL,Xylocopa tabaniformis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa tabaniformis
MEGSP74F,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. 74F
PLEFUL,Plebeia fulvopilosa,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Plebeia,Plebeia fulvopilosa
AUGNRFUL,Augochloropsis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochloropsis,Augochloropsis nr. fulvofimbriata sensu Engels
MEGSP85F,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. 85F
CENSP01,Centris,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris sp. 01
LASDIA-I,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. I
LASDIA-D,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. D
HERSP04F,Heriades,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Heriades,Heriades sp. 04F
COLSP28F,Colletes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,Colletes sp. 28F
LASDIA-C,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. C
AUGAURSP,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora “group aurifera”
AUGNRQUI,Augochlora nr. quiriguensis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora nr. quiriguensis
LASDIA-H,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. H
LASDIA-A,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. A
AUGAUG”C”,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp. “C”
AUGAUG”B”,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp. “B”
XYLNRLAT,Xylocopa lateralis nr. ,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa lateralis nr. 
CENHEI,Centris heithausi,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris heithausi
TRISIL,Trigona silvestriana,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,Trigona silvestriana
CERSP65F NR.EXIMIA,Ceratina sp. 65F nr. eximia,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 65F nr. eximia
MELMEL,Melissodes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,
CERMEXGR,Ceratina mexicana group,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina mexicana group
HYPSP05,Hypanthidium,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Hypanthidium,Hypanthidium sp. 05
SCALUT,Scaptotrigona luteipennis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Scaptotrigona,Scaptotrigona luteipennis
FRIPAU,Frieseomelitta paupera,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Frieseomelitta,Frieseomelitta paupera
NEODIS,Neocorynura discolor,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Neocorynura,Neocorynura discolor
CAHSP,Caenohalictus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Caenohalictus,
MEGMOU,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,
CERNAUSL,Ceratina nautlana sensu lato,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina nautlana sensu lato
HOPTRI,Hoplitis tristis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Hoplitis,Hoplitis tristis
EUGSPC01,Euglossa,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa sp. C01
ANCSPC01,Ancyloscelis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ancyloscelis,Ancyloscelis sp. C01
EXOSPC09,Exomalopsis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,Exomalopsis sp. C09
EXOSPC02,Exomalopsis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,Exomalopsis sp. C02
CENSPC01,Centris,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris sp. C01
EXOSPC01,Exomalopsis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,Exomalopsis sp. C01
EXOSPC06,Exomalopsis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,Exomalopsis sp. C06
MEGSPC05,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. C05
EXOSPC03,Exomalopsis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,Exomalopsis sp. C03
LASSPC01,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. C01
CERSPC01,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. C01
COLSPC01,Colletes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,Colletes sp. C01
LASSPC02,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. C02
HYLSPC04,Hylaeus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,Hylaeus sp. C04
HYLSPC02,Hylaeus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,Hylaeus sp. C02
MEGSPC03,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. C03
MEGSPC15,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. C15
MEGSPC13,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. C13
CENCAE,Centris caesalpiniae,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris caesalpiniae
CENSPC03,Centris,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris sp. C03
MEGSPC12,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. C12
TETCAC,Tetraloniella cacuminis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Tetraloniella,Tetraloniella cacuminis
ANHSPC01,Anthidiellum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Anthidiellum,Anthidiellum sp. C01
EXOSPC10,Exomalopsis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,Exomalopsis sp. C10
EXOSPC07,Exomalopsis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,Exomalopsis sp. C07
MELYUC,Melipona yucatanica,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melipona,Melipona yucatanica
HERSPC01,Heriades,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Heriades,Heriades sp. C01
LASSPC04,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. C04
HYLSPC01,Hylaeus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,Hylaeus sp. C01
PARSPC01,Paratetrapedia,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Paratetrapedia,Paratetrapedia sp. C01
XYLMUS,Xylocopa muscaria,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa muscaria
MEGSPC09,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. C09
PTIEXI,Ptiloglossa eximia,species,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Ptiloglossa,Ptiloglossa eximia
CERSPC03,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. C03
MEGINS,Megachile instita,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile instita
COESPC02,Coelioxys,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Coelioxys,Coelioxys sp. C02
PARSPC02,Paratetrapedia,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Paratetrapedia,Paratetrapedia sp. C02
PARSPC03,Paratetrapedia,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Paratetrapedia,Paratetrapedia sp. C03
CENSPC04,Centris,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris sp. C04
CENSPC02,Centris,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris sp. C02
COESPC03,Coelioxys,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Coelioxys,Coelioxys sp. C03
HERSPC02,Heriades,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Heriades,Heriades sp. C02
MEGSPC17,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. C17
COEPUN,Coelioxoides punctipennis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Coelioxoides,Coelioxoides punctipennis
TETSPC01,Tetrapedia,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Tetrapedia,Tetrapedia sp. C01
PEPSP,Peponapis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Peponapis,
TRIMEX,Triepeolus mexicanus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Triepeolus,Triepeolus mexicanus
CAESPC01,Caenaugochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Caenaugochlora,Caenaugochlora sp. C01
LASSPC05,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. C05
MEGSPC04,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. C04
PEPSPC01,Peponapis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Peponapis,Peponapis sp. C01
LASSPC03,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp. C03
PSEUSPC01,Pseudopanurgus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Pseudopanurgus,Pseudopanurgus sp. C01
HYLSPC05,Hylaeus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,Hylaeus sp. C05
ANCSPC02,Ancyloscelis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ancyloscelis,Ancyloscelis sp. C02
COLSPC02,Colletes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,Colletes sp. C02
CAESPC03,Caenaugochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Caenaugochlora,Caenaugochlora sp. C03
CERSPC05,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. C05
MEGSP28,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. 28
MEGSPC07,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. C07
CAESPC02,Caenaugochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Caenaugochlora,Caenaugochlora sp. C02
EPESPC01,Epeolus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Epeolus,Epeolus sp. C01
NOMSPC02,Nomada,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Nomada,Nomada sp. C02
MEGSPC06,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. C06
TRISPC02,Triepeolus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Triepeolus,Triepeolus sp. C02
HYLSPC03ECOTAP,Hylaeus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,Hylaeus sp. C03
ANTSPC01,Anthophora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Anthophora,Anthophora sp. C01
TRASPC01,Trachusa,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Trachusa,Trachusa sp. C01
PAASPC01,Paranthidium,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Paranthidium,Paranthidium sp. C01
AUGSPC01,Augochlorella,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlorella,Augochlorella sp. C01
ANDSPC01,Andrena,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena,Andrena sp. C01
PSEUSPC02,Pseudopanurgus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Pseudopanurgus,Pseudopanurgus sp. C02
CALSPC02,Calliopsis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Calliopsis,Calliopsis sp. C02
MELSPC03,Melissodes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes sp. C03
MEGSPC16,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. C16
CEPSP,Cephalotrigona,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Cephalotrigona,
PLEPAR,Plebeia parkeri,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Plebeia,Plebeia parkeri
EXOSPC04,Exomalopsis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,Exomalopsis sp. C04
CALSPC01,Calliopsis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Calliopsis,Calliopsis sp. C01
CENGEL,Centris gelida,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris gelida
