"llaveejemplar","location_id","parent_location_id","higher_geography_id","higher_geography","continent","waterbody","islandgroup","island","nombrepaismapa","country_code","state_province","county","municipality","locality","minimum_elevation_in_meters","maximum_elevation_in_meters","minimum_distance_above_surface_in_meters","maximum_distance_above_surface_in_meters","minimum_depth_in_meters","maximum_depth_in_meters","vertical_datum","location_according_to","location_remarks","accepted_georreference_id","accepted_georreference_context_id"
"4382863c28e0ea0158ab2293efcb6ca5","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MICHOACAN DE OCAMPO","ZACAPU","","El Pueblito","","","2360.0","","","","","Gacetero | INEGI, 2005","","",""
"43848fef137a31fb7b5df419a3876ff8","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""El Sabino"", ""tipo"":""Ejidal"", ""distancia"":""2.637 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","HIDALGO","TEPETITLAN","","Pueblo: Sayula","","","2071.0","","","","","Gacetero","","",""
"438696f619c1a5ed063a9293060195d1","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUANAJUATO","JERECUARO","","Puriantzicuaro","2000","","1910.0","","","","","Gacetero | INEGI, 2005","","",""
"4386dc84f5a33acc8db808f93757e81d","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","ACAPETAHUA","","HIDALGO","","","65.0","","","","","Gacetero | INEGI, 2005","","",""
"438a269c6892cc6f3cd988d992c767af","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Corredor Biológico Chichinautzin"", ""tipo"":""Federal"", ""distancia"":""3.074 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MORELOS","TLAYACAPAN","","San Andrés Cuautempan","","","1850.0","","","","","Gacetero | INEGI, 2005","","",""
"438e9cd068ee451fa68866f556ae65c8","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Alameda Poniente San José de la Pila"", ""tipo"":""Estatal"", ""distancia"":""3.45 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MEXICO","ZINACANTEPEC","","San Cristóbal Tecali","","","2750.0","","","","","Gacetero | INEGI, 2005","","",""
"43941d923627e1a2d9ce5f8b645e674a","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","CHINANTLA","","Ejido Puebla","","","1066.0","","","","","Gacetero | INEGI, 2005","","",""
"439852cbbe6959dce5ad103b2bd76345","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","VENUSTIANO CARRANZA","","Rancho San Miguel Río Blanco","","","801.0","","","","","Gacetero | INEGI, 2005","","",""
"439a1fd85f6dbf5e8e9bf58ddda1bdef","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""La Montaña Malinche o Matlalcuéyatl"", ""tipo"":""Federal"", ""distancia"":""0.24 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","TLAXCALA","SAN JOSE TEACALCO","","San José Teacalco","","","2600.0","","","","","Gacetero | INEGI, 2005","","",""
"439f6b80fd310d5ee7113d37f5d33ea1","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","SONORA","ALAMOS","","Rio Mayo","","","201.0","","","","","Gacetero | INEGI, 2005","","",""
"43a5b2542a4538cbdb3a0318751596f1","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN MIGUEL PANIXTLAHUACA","","San Miguel Panixtlahuaca","","","900.0","","","","","Gacetero | INEGI, 2005","","",""
"43afef8de5fce866160a138dec778919","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","VILLAFLORES","","Villa Hidalgo","","","489.0","","","","","Gacetero","","",""
"43b0894a25a36ba799a6311120d022da","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","CAPULALPAM DE MENDEZ","","Capulálpam de Méndez","","","2040.0","","","","","Gacetero | INEGI, 2005","","",""
"43b38257bb45f0e29468227239d0a223","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MICHOACAN DE OCAMPO","ARIO","","Tepamal","","","2240.0","","","","","Gacetero | INEGI, 2005","","",""
"43b612b230cd3ab4df2dda228ca6fe9f","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Papigochic"", ""tipo"":""Federal"", ""distancia"":""3.283 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIHUAHUA","BOCOYNA","","Estación Creel","","","2310.0","","","","","Gacetero","","",""
"43b9621f675b49e87a51b9a562a5837d","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUERRERO","EDUARDO NERI","","Zumpango del Río","","","1050.0","","","","","Gacetero | INEGI, 2005","","",""
"43bcb90f4b75d5c48d71e237b599b3be","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SANTIAGO SUCHILQUITONGO","","Santiago Suchilquitongo","","","1730.0","","","","","Gacetero | INEGI, 2005","","",""
"43c301e853ad4d7e2ab726b1ff777281","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","","","","9999.0","","","","","","","",""
"43cca961addc1eb41f2dc560048fbd85","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","SAN LUIS POTOSI","EL NARANJO","","El Naranjo","","","260.0","","","","","Gacetero | INEGI, 2005","","",""
"43cd6be40fce983204052fc242650c41","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","TEPEYAHUALCO","","Techachalco","","","2280.0","","","","","Gacetero","","",""
"43d0556ea7bf028661d9e2f7bbaf221f","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Nahuatlaca Matlazinca"", ""tipo"":""Estatal"", ""distancia"":""0.241 Kms""},{""nombre"":""Ciénegas del Lerma"", ""tipo"":""Federal"", ""distancia"":""0.921 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MEXICO","TEXCALYACAC","","Texcalyacac","","","2580.0","","","","","Gacetero | INEGI, 2005","","",""
"43d24d606874b29c3169f6e4ee1ab1d3","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Sierra de Manantlán"", ""tipo"":""Federal"", ""distancia"":""0.224 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","CASIMIRO CASTILLO","","Zapotillo","","","300.0","","","","","Gacetero | INEGI, 2005","","",""
"43d92f4e8926016743a9e23432b6f0a8","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""El Canelar: La Montaña"", ""tipo"":""Estatal"", ""distancia"":""4.887 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","CHIAPA DE CORZO","","Rivera Cabeza de Agua","","","500.0","","","","","Gacetero | INEGI, 2005","","",""
"43da5ac66e8647f6d84be1f290a0019c","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","OXCHUC","","Tushaquilja","","","2160.0","","","","","Gacetero | INEGI, 2005","","",""
"43dcc0aeae719eeae36fc4f5343d3fe0","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","HEROICA CIUDAD DE TLAXIACO","","Cerro 'Yucucito'","","","2401.0","","","","","Gacetero | INEGI, 2005","","",""
"43ebc8b550b5fe7a0ba651ae66ed54c4","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Barranca de Metztitlán"", ""tipo"":""Federal"", ""distancia"":""3.623 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","HIDALGO","HUASCA DE OCAMPO","","Paraje: Los Encinos, Pueblo: La Cruz","","","2158.0","","","","","Gacetero | INEGI, 2005","","",""
"43ebee350ec62e4cfeb5346b818f8db9","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","La presa","","","158.0","","","","","","","",""
"43ec7043ca5a229d400c4420dd5abdae","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Cerro Ayaqueme-Volcán Huehuel"", ""tipo"":""Estatal"", ""distancia"":""1.293 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MEXICO","TENANGO DEL AIRE","","TENANGO DEL AIRE","","","2410.0","","","","","Gacetero","","",""
"43f66fc475dc9c138d0c80be1061f1f2","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""C.A.D.N.R. 043 Estado de Nayarit"", ""tipo"":""Federal"", ""distancia"":""4.23 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","NAYARIT","IXTLAN DEL RIO","","IXTLAN DEL RIO","","","1140.0","","","","","Gacetero | INEGI, 2005","","",""
"43fcc9f865b5f9512d43215f2d505c7f","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MICHOACAN DE OCAMPO","SALVADOR ESCALANTE","","Canembaro","","","2320.0","","","","","Gacetero | INEGI, 2005","","",""
"440146c18ead969628d1ef4dae28332c","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","ZACATECAS","LUIS MOYA","","Bajío Casas Coloradas","","","2001.0","","","","","Gacetero | INEGI, 2005","","",""
"4407cc22f21eb7e99fdc38d20b2b57f1","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","Ejido Chiquila","","","6.0","","","","","","","",""
"4412344f4fd7f46d9ff6630a225447ce","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SANTIAGO MATATLAN","","Santiago Matatlán","","","1720.0","","","","","Gacetero | INEGI, 2005","","",""
"441338d4f4d053a249012209929037ce","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","CHAMULA","","El Crucero","","","2470.0","","","","","Gacetero | INEGI, 2005","","",""
"4417be8656b832ef7e782b6633393752","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Cerro Mactumatza"", ""tipo"":""Estatal"", ""distancia"":""3.159 Kms""},{""nombre"":""Cañón del Sumidero"", ""tipo"":""Federal"", ""distancia"":""3.021 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","TUXTLA GUTIERREZ","","TUXTLA GUTIERREZ","","","600.0","","","","","Gacetero | INEGI, 2005","","",""
"4418e769c95d0bbef9c854d1ed335bc4","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","NUEVO LEON","CHINA","","Las Lajas","","","140.0","","","","","Gacetero | INEGI, 2005","","",""
"441a66685dcdc4973268616e84f00293","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MICHOACAN DE OCAMPO","HUETAMO","","Huetamo","","","300.0","","","","","Gacetero | INEGI, 2005","","",""
"441d255d7c3fc25f48e0cf4f6aded87c","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","","","","9999.0","","","","","","","",""
"441d8297d367ecd408c8d787929cc909","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN FELIPE USILA","","San Felipe Usila","","","110.0","","","","","Gacetero","","",""
"441e192509d9bea44a1044084b281427","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Papigochic"", ""tipo"":""Federal"", ""distancia"":""3.283 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIHUAHUA","BOCOYNA","","Estación Creel","","","2310.0","","","","","Gacetero","","",""
"441e3442cc6b5304074d5074142c0758","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MEXICO","SAN FELIPE DEL PROGRESO","","San Pedro el Alto","","","2550.0","","","","","Gacetero | INEGI, 2005","","",""
"4429641598a531cfd24b7acb10c89fc8","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","HUIXTAN","","Basom","","","2360.0","","","","","Gacetero | INEGI, 2005","","",""
"442e4fb41eac2e4825be20d5ea567108","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN JUAN BAUTISTA TUXTEPEC","","Ejido La Mina","","","40.0","","","","","Gacetero | INEGI, 2005","","",""
"443143a7a1a32356df1d73d2690d4f22","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","DURANGO","DURANGO","","Puente Gavilanes","","","1840.0","","","","","Gacetero | INEGI, 2005","","",""
"443148ccf40a741b86eea30e6e8fbfe7","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","","","","9999.0","","","","","","","",""
"443531547bbe7c71c9bd82a6b5b2f047","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MICHOACAN DE OCAMPO","CHERAN","","Cherán","","","2380.0","","","","","Gacetero | INEGI, 2005","","",""
"4436b74bec6b957ecf2a893deaf2c852","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Cañón del Río Blanco"", ""tipo"":""Federal"", ""distancia"":""0 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","VERACRUZ DE IGNACIO DE LA LLAVE","ACULTZINGO","","SIERRA DE AGUA","","","1400.0","","","","","Gacetero | INEGI, 2005","","",""
"443de6ce9f0e3d58907961b6264b56e4","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUANAJUATO","DOCTOR MORA","","Rancho La Purísima","","","2080.0","","","","","Gacetero | INEGI, 2005","","",""
"44418d0607fc69c6c9fcafcfe6395dc3","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Sierra de Manantlán"", ""tipo"":""Federal"", ""distancia"":""0.224 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","CASIMIRO CASTILLO","","Zapotillo","","","300.0","","","","","Gacetero | INEGI, 2005","","",""
"444568dd04469f442c1be442a07ad297","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUERRERO","TAXCO DE ALARCON","","Puente Campuzano (Puente Campuzano), Km 105.8 Iguala -Taxco (carretera federal libre 95)","","","1150.0","","","","","Gacetero","","",""
"44463e421698e304c6a0e55dd14640dd","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","LAS MARGARITAS","","Rafael Ramírez","","","1660.0","","","","","Gacetero | INEGI, 2005","","",""
"44508fd03ae737ea0002f98c77b9d451","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","AUTLAN DE NAVARRO","","Comunidad de Autlán","","","900.0","","","","","Gacetero | INEGI, 2005","","",""
"4453d2e039f149a159ceeec823b44e17","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","","","","9999.0","","","","","","","",""
"44559341e1294e1dc4f4ec4f8ddc816b","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Los Tres Reyes"", ""tipo"":""Estatal"", ""distancia"":""3.522 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MEXICO","ZACAZONAPAN","","Km 2 Zacazonapan-Otzoloapan","","","1468.0","","","","","Gacetero","","",""
"445649b14d5e213c0478beca94b72502","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN AGUSTIN AMATENGO","","San Agustín Amatengo","","","1310.0","","","","","Gacetero | INEGI, 2005","","",""
"445aa1a4af5916640308df80241eb487","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","CHAMULA","","El Crucero","","","2470.0","","","","","Gacetero | INEGI, 2005","","",""
"445b541580def1624ee9575e89b36eb9","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Cerro Ayaqueme-Volcán Huehuel"", ""tipo"":""Estatal"", ""distancia"":""2.38 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MEXICO","TEMAMATLA","","Temamatla","2122","","2401.0","","","","","Gacetero","","",""
"445d1bcb84a89fb2e97b55e29d7cba7f","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","DURANGO","TAMAZULA","","Las Lajas","","","520.0","","","","","Gacetero | INEGI, 2005","","",""
"445dcc06ea10c56546205aedc0aa689e","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""El Limón"", ""tipo"":""Estatal"", ""distancia"":""1.633 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUERRERO","ZIHUATANEJO DE AZUETA","","Agua de Correa","","","80.0","","","","","Gacetero | INEGI, 2005","","",""
"445eb157d77a4cbd568888bd2d8acbda","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Yagul"", ""tipo"":""Federal"", ""distancia"":""1.081 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","TLACOLULA DE MATAMOROS","","Tlacolula","","","1600.0","","","","","Gacetero | INEGI, 2005","","",""
"4463eac041f59bb682444baeb1b1f5b8","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","SONORA","BACANORA","","Bacanora","","","460.0","","","","","Gacetero | INEGI, 2005","","",""
"4467fc742602bcc5f3450d54560b3ef5","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIHUAHUA","LOPEZ","","Villa López","","","1420.0","","","","","Gacetero | INEGI, 2005","","",""
"446c0f3f37a114399767c74c712c4a05","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","GUADALUPE VICTORIA","","San Luis Atzuac","","","2415.0","","","","","Gacetero | INEGI, 2005","","",""
"4472a736e8724b628990edf0aaa80b0c","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","SAN CRISTOBAL DE LAS CASAS","","Ejido Pedernal","","","2401.0","","","","","Gacetero | INEGI, 2005","","",""
"4473bf578db1cb2b878b8f330493c2c4","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIHUAHUA","CAMARGO","","Camargo","","","1227.0","","","","","Gacetero","","",""
"4477431332b2fd6ca40f973cc13a1686","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","TOTONTEPEC VILLA DE MORELOS","","Santa María Tiltepec","","","2000.0","","","","","Gacetero | INEGI, 2005","","",""
"447aa4101a6dc5341964c7c9bf051c99","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Parque Estatal Santuario del agua y forestal Manantial El Salto de Atlautla-Ecatzingo"", ""tipo"":""Estatal"", ""distancia"":""1.472 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MEXICO","ATLAUTLA","","San Juan Tehuistlán","","","2420.0","","","","","Gacetero | INEGI, 2005","","",""
"447ae2aefee842b2945c4b912991927e","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","SAN JUAN DE LOS LAGOS","","Rancho La Cruz, Difunto Vidal","","","1800.0","","","","","Gacetero | INEGI, 2005","","",""
"447bdd950118088feda648d4f1eb3189","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","LA TRINITARIA","","El Salvador","","","560.0","","","","","Gacetero | INEGI, 2005","","",""
"4485f33bb043f371203a7297a5ab3d25","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","","","","9999.0","","","","","","","",""
"4487490086071fa9b84af02eb1a23e09","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","MEZQUITIC","","Mezquitic","","","1360.0","","","","","Gacetero | INEGI, 2005","","",""
"448b42efab1c426607b297487b3912f4","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Sierra Morelos"", ""tipo"":""Estatal"", ""distancia"":""0.547 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MEXICO","TOLUCA","","Mercado de Toluca","","","2680.0","","","","","Gacetero | INEGI, 2005","","",""
"448f13528415562b39ea6480bb157b35","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIHUAHUA","MATACHI","","Buena Vista","","","1980.0","","","","","Gacetero | INEGI, 2005","","",""
"44915e9b8615002c5797aeb1fc00f3c7","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","OXCHUC","","Pacbilna","","","2180.0","","","","","Gacetero | INEGI, 2005","","",""
"4492330aa85df7f75db3b0bf27b70175","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIHUAHUA","CORONADO","","La Alameda","","","1480.0","","","","","Gacetero","","",""
"44965817cafdc74773aef21867d7dbac","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","AGUASCALIENTES","CALVILLO","","Barranca de Portales","","","1600.0","","","","","Gacetero | INEGI, 2005","","",""
"44984dd642240ef6117a305cf0d3b7f9","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","VERACRUZ DE IGNACIO DE LA LLAVE","OTATITLAN","","Papaloapan","","","10.0","","","","","Gacetero | INEGI, 2005","","",""
