georeference_id	location_id	decimal_latitude	decimal_longitude	geodetic_datum	coordinate_uncertainty_in_meters	coordinate_precision	point_radius_spacial_fit	footprint_wkt	footprint_srs	footprint_spatial_fit	georreferenced_by	georreference_date	georreference_protocol	georreference_sources	georreference_remarks	preferred_spatial_representation
18d04761f2900768bf461edbf3f3d87a	4879046eef75a2c2ecb37d8ab38fc441	16.9280597	-92.13889	WGS84	90.0										Conversión de sexagesimal a decimal	
37d994f755b16c5e78aac3fd3ff5df30	70d0f315439b54a5d1384f8c2f8d5dc2	17.1922197	-92.87111	WGS84	90.0										Conversión de sexagesimal a decimal	
bc6cd65e9989e8fed9e895ee83e52384	0ec0c28625f8265e9c5f3a6a20b77e42	16.5522197	-92.7622197	WGS84	100.0										Conversión de sexagesimal a decimal	
160c2f64efb52f428dde35c84eb7319c	484ace49f2f0ecb4b5fcfaa79adda3a9	16.8441697	-92.71083	WGS84	90.0										Conversión de sexagesimal a decimal	
8fd6db41af38fce603836fc407ebd84e	ed2859056d1f43db92ce8b5ab8696f8e	16.225	-97.26944	WGS84	100.0										Conversión de sexagesimal a decimal	
ee09ee39021f9e6fd0fef38876c99ebf	844e621fd61a0ec6f9b081ed77960087	16.2152797	-93.9427797	WGS84	100.0										Conversión de sexagesimal a decimal	
d68ef2e173fd58ac7925776bab2502d9	a3991a52b4dee5a195306a5e7f393694	21.8441697	-105.2275	WGS84	80.0										Conversión de sexagesimal a decimal	
99652be65b73c2dde8dc227da2d382c6	488b522adaa310f1f765928fce7335f7	19.67066	-98.9981997	WGS84	80.0										Conversión de sexagesimal a decimal	
daefad4c31f1d5bf77d5d2647b45f3a5	868de7c0c8256b7e5b6b0550020e5b57	20.2011111	-101.0413888	WGS84	80.0										Conversión de sexagesimal a decimal	
68616aac7bb6b70c9246f67051e5abb8	a7954254cf868ab0a09d0a2b6cb7e420	21.2549997	-104.6461097	WGS84	80.0										Conversión de sexagesimal a decimal	
e2e3d07766e9728e1d14a50f1f2be07d	0d7417f015e9bfa6ae729c7960aab0b0	19.1213888	-97.0847222	WGS84	80.0										Conversión de sexagesimal a decimal	
1dd4e4298dbc4045d27a15923ef3ce2b	55acc491b2b8f333e4e93e7e57592125	18.7361111	-102.7875	WGS84	90.0										Conversión de sexagesimal a decimal	
ec8fce08b2ad6c7070ea3fed4cbb819c	6c159128eabac78877f1034655e5963e	15.455	-92.1580555	WGS84	100.0										Conversión de sexagesimal a decimal	
93af95053e17d173419a3005454b78fc	9e4ef3954f1b384dc80f849db4357eee	19.1403405	-103.5050963	WGS84	90.0										Conversión de sexagesimal a decimal	
d6e13ef746467cce38053e107032a45a	59b464572d82545a733de3840aaedc7f	20.6097222	-104.2408333	WGS84	80.0										Conversión de sexagesimal a decimal	
672a9c78ce5ac8fa306eb2ca35783e3b	fee78ea30fbb69154355764a6b669404	19.77083	-104.3694397	WGS84	90.0										Conversión de sexagesimal a decimal	
d2816900c1f6adb29963051d346a3cf9	7d4c42ee8d092158e8306c83401047d4	29.0047197	-110.1391697	WGS84	60.0										Conversión de sexagesimal a decimal	
4e6568025a42babebd7a020524e75a4a	8acdde939a316d9bae72d5647dad9c53	16.53056	-97.52361	WGS84	100.0										Conversión de sexagesimal a decimal	
81c445d5b53a089599fe0ca3aff2d78e	49eccfd14695618403f98986dd450a69	19.32028	-103.76	WGS84	90.0										Conversión de sexagesimal a decimal	
ca0e98af5d1736532c780e857ca3c2a2	6f86c1250f4f6d681b4d396b10a0c13b	20.48139	-97.4599988	WGS84	80.0										Conversión de sexagesimal a decimal	
b003d5571458d02d485d4cee36264a76	57224ffab1df9cd737723a1604177ccd	18.8999997	-100.7372197	WGS84	90.0										Conversión de sexagesimal a decimal	
eaa146105fb547f54a88ceb1b3a12df4	50d895ce5d6fb79a2154be5875634885	18.1172222	-102.2791666	WGS84	90.0										Conversión de sexagesimal a decimal	
775daacf6861a43927c8548ea70f418b	2eff5cb51391ec46ed57b0995ec5558b	19.55936	-97.6189497	WGS84	80.0										Conversión de sexagesimal a decimal	
80128b703bed865f55f9adb5dd297645	a0b072e47d0af5de9b12a5ccab5d627a	20.3941697	-100.2941697	WGS84	80.0										Conversión de sexagesimal a decimal	
011fdd29827325c2d2b5e403325723e8	fce7b048e899675bb9df58e3913ae8e3	23.77083	-104.44444	WGS84	70.0										Conversión de sexagesimal a decimal	
71eb83665188e8a98b90ccc95d01b18e	7b6618fe58423851a5d768608456b2e3	16.6294444	-93.0916666	WGS84	100.0										Conversión de sexagesimal a decimal	
33fd88c4136c3a0ecf035f698ecbd3d4	5f3fee7b5083477f723beaa4fa1b8f50	20.4347197	-103.9305597	WGS84	80.0										Conversión de sexagesimal a decimal	
9b627ce8393ca22d4b64fa04ab6c82e4	0b019dab63848148c60e2ff5a861a115	16.9288897	-96.6041697	WGS84	100.0										Conversión de sexagesimal a decimal	
4144e5dd6db3b7eb04d196dfe16affbc	9b183297f5505d8f8b879e74be398311	19.0136097	-98.40111	WGS84	90.0										Conversión de sexagesimal a decimal	
2c1d5571aa1d76b9a7c2c78428867412	7f8ed353306a69d8c98f23fbd9200b3c	17.7825	-96.7972222	WGS84	90.0										Conversión de sexagesimal a decimal	
b74ec06fde5cada26ae67e0e8d146988	290b2d7b0a38e26f6c232b9da87cc62e	28.1833097	-108.02843	WGS84	60.0										Conversión de sexagesimal a decimal	
5bcdc8f105629d78e25f2f5df86a3f6b	e270ca0433ae5cf96798a5ae8ead9b97	16.72417	-92.25028	WGS84	100.0										Conversión de sexagesimal a decimal	
40f10f05c4d2ee7514c8e7cda53a7eda	51d84adffb00be9346d387eec0f79bce	27.36742	-107.6016997	WGS84	60.0										Conversión de sexagesimal a decimal	
4d2352765aa43a096c5c426cfca4823b	2b8f56386890be794618717bad37eef6	19.5916666	-98.575	WGS84	80.0										Conversión de sexagesimal a decimal, cambiando los segundos de 99 a 30	
3e1c16f8019ce5c932fb3169be26b853	3ce6c2cd0a9474ed35d1b5989c55437c	18.97972	-97.78194	WGS84	90.0										Conversión de sexagesimal a decimal	
717f2896ba47b7cd23fb7c23a878447d	17d58944b686286f097a0450362896cc	17.76472	-95.75722	WGS84	90.0										Conversión de sexagesimal a decimal	
d42c08c2575a0ed24436db6b5f33674d	e409426acb81a8358aaaab126c6c2469	19.7027777	-103.4625	WGS84	90.0										Conversión de sexagesimal a decimal	
2183527232893e52f16ac554e4ecf09a	7a549615e1c6f64d49dd65501bc02dcd	18.2069397	-96.9113897	WGS84	90.0										Conversión de sexagesimal a decimal	
84d531c21d9847415a882352bb9f1e60	b44447a3157337e0e4320c450fbc00c7	19.96083	-103.6941697	WGS84	90.0										Conversión de sexagesimal a decimal	
deff5b436b86341044d6692dda5b7835	f54fe24608fa6923f925cbc7763369b5	19.2977797	-99.5394397	WGS84	90.0										Conversión de sexagesimal a decimal	
e77984a18d7c17481416ca9328285a44	54a1a7f34d0d17709ed2c781b4cf6368	16.8158297	-92.37111	WGS84	90.0										Conversión de sexagesimal a decimal	
3e851710a1b74cb0c77b461e2d70102c	659237c21ce60e47d0b6c2fe45f40d3f	17.09306	-95.85472	WGS84	90.0										Conversión de sexagesimal a decimal	
877cedb8edb49f749cbc7e1c922cd913	de2bf7e7896bd9bc51d5b56a9f4a381d	15.5569444	-92.3225	WGS84	100.0										Conversión de sexagesimal a decimal	
7b5fbbe4af4312f8dfa15c472929a544	d45b36084b50fa92b0d4afd07b0fc48f	17.0255597	-96.0799997	WGS84	100.0										Conversión de sexagesimal a decimal	
a21d0f271c67ef8f3cae211fec4d5eac	34fc565eeebd66fb2ec7ddc4cf65cda1	22.40944	-100.7133297	WGS84	70.0										Conversión de sexagesimal a decimal	
a1040fcdfda59857b20c4aa91a03efbd	b8554f04178dbaf49377a5d62e54cf1a	17.8416666	-96.8805555	WGS84	90.0										Conversión de sexagesimal a decimal	
d6b2423d344ea7f7641a798c269d6460	eb934ffe3021b3c0ebbae7bb2462f7bc	16.7552794	-93.3094405	WGS84	100.0										Conversión de sexagesimal a decimal	
064f2132de5a299424c31f73a804761f	06a21f0aba6a0e17fc40c7b6d1edcd27	19.67444	-101.1841697	WGS84	80.0										Conversión de sexagesimal a decimal	
e71ed9a0b0ecf48b81ab692de3afa236	85df21286ce32f5211914c57d2150cb9	16.9208297	-96.76389	WGS84	100.0										Conversión de sexagesimal a decimal	
0268e0e8ae324aa7b405a412d6d2d073	71d4e30af4a66e50fe061209232c1696	14.8038897	-92.25028	WGS84	110.0										Conversión de sexagesimal a decimal	
bbd21535d9f7d5dcc2e7beed6edc3495	1b40bdbd4f8036c2b0a7ee209f76feb8	20.075	-97.075	WGS84	80.0										Conversión de sexagesimal a decimal, cambiando los segundos de 99 a 30	
bdc0aab1f921fd0deb2c7f10116d2489	9160e2fae269ecc47624323c97eb7f8d	20.0003611	-98.1973611	WGS84	80.0										Conversión de sexagesimal a decimal	
4dc38ca330ddcfd0c5b820802c599a6f	2bac42cd64641d91d79bdafe5ef046e7	19.1537	-97.6523497	WGS84	80.0										Conversión de sexagesimal a decimal	
6de01618a60270b8251a8122ae68e862	2a5efe5e761235db7e83dcbf1022daff	18.8977777	-97.3261111	WGS84	90.0										Conversión de sexagesimal a decimal	
dff74a59ed684322ad845e9c0bc321de	f48b2d7ab9abcd5be5d42fe0b19af91b	28.11194	-108.07778	WGS84	60.0										Conversión de sexagesimal a decimal	
c07acc745b36a908b4738a4bc3715575	e8feb5f2f73a854dca9d2a35aa51aeb6	20.59778	-100.4475	WGS84	80.0										Conversión de sexagesimal a decimal	
2311b0051d4cee1b9ce039362e4aff4d	e36303180748094a89af4993f10a1cc3	15.3608297	-92.7608297	WGS84	100.0										Conversión de sexagesimal a decimal	
0d2cb715f6ff0c6e71cf2820fc0ffbb9	bb07528b48519e0766958f85f2dce2bc	22.93333	-101.09278	WGS84	70.0										Conversión de sexagesimal a decimal	
cb5924495383d52385c10008ed4f03c1	bb72239187b1d6abba116e5fb85c722e	16.5547222	-93.0052777	WGS84	100.0										Conversión de sexagesimal a decimal	
980b7d6f72071d1e7d07af47d4efbb7f	3869afaa84d80d1489fe50430a172520	19.10778	-102.415	WGS84	90.0										Conversión de sexagesimal a decimal	
13729d12502752d0c7d2bfa0237560ad	9a73a0f6c9feda5802fb1b36523696cd	16.695	-93.7216666	WGS84	100.0										Conversión de sexagesimal a decimal	
6cbeb6dd8c8f19394a9bcfc7caa8357f	911a3181061c8ea46a264234b5ea3852	16.2774997	-90.8774997	WGS84	100.0										Conversión de sexagesimal a decimal	
1286fa39f6215cfb632cec3339a24bf3	9695a0864ea6cb5e845c3a442d9b8aef	16.3775	-92.39417	WGS84	100.0										Conversión de sexagesimal a decimal	
2423cb9228150b389cbf1bb4e74a34cb	f5420cfa76d22ea9dc5024a4c82f5f2b	29.45306	-108.06139	WGS84	60.0										Conversión de sexagesimal a decimal	
b90ba97af2defe0aa59c32f5890fdfb8	7fb68241537e25e2d951e0720144eba2	20.954	-101.36636	WGS84	80.0										Conversión de sexagesimal a decimal	
104edab522689e334e48769a309fd397	e5b480169b49549b52d9ad4bf4a7a490	19.3901197	-97.97677	WGS84	80.0										Conversión de sexagesimal a decimal	
e1d935112489d7b633ce4f15c3a34a47	efd7cc7e4561f551d17e52b84cee6340	25.5183333	-101.3891666	WGS84	50.0										Conversión de sexagesimal a decimal	
1fd381b8c1ea2d382d83401553c64572	1fd1094c55432b43d0ba0909fc74944f	17.6733333	-98.6027777	WGS84	90.0										Conversión de sexagesimal a decimal	
7ea7f14debc5f236e6200ab6c0a9314b	6c783e9aa96bf46fd9e7665dbc0ffe08	19.0049997	-97.8619997	WGS84	90.0										Conversión de sexagesimal a decimal	
577d81977f14d61db9edb36f9e6edbbc	802bcded47e50cdf6ee48796c2033212	16.48611	-92.57083	WGS84	100.0										Conversión de sexagesimal a decimal	
ec205958a6522f8971c922e3c78ae7ae	d226aa090fa5c49b91b734efd3246dd1	16.73778	-92.48278	WGS84	100.0										Conversión de sexagesimal a decimal	
335d77641c25371528c992a0064063c2	21dce43e5727284ccbaf4343fde3c40c	18.92443	-98.0602997	WGS84	90.0										Conversión de sexagesimal a decimal	
9a1b51f1b46abb38372b4d42a5d95367	a5a1a7d4f9badca346d782524915e729	16.67583	-92.48833	WGS84	100.0										Conversión de sexagesimal a decimal	
1d0c96cf62921ca5fcbc3ea603250c14	0e299febb39e8bc9dcb6ae6d90d15dda	20.4291697	-97.38083	WGS84	80.0										Conversión de sexagesimal a decimal	
059f1aa5b7fa9e94c5a21d6b642dd12c	8b91501d488f1772ccb6b0d6e50f9e09	30.5775	-111.14417	WGS84	70.0										Conversión de sexagesimal a decimal	
6da40ff49a12f32da5d16140a01b2e91	4ffdc0dfd6fea957c0b1479b5ef58580	24.3941697	-105.16083	WGS84	50.0										Conversión de sexagesimal a decimal	
e14c813f1902016b99d4649b7e01f529	cb0fc99f714ff71491ac6ea1aebc5bda	15.9166697	-92.1666597	WGS84	100.0										Conversión de sexagesimal a decimal	
4d5e888a0c4ab4a3ce1771acb4280182	74f5ba6cce8080176538a92c03c0d0b9	23.1507394	-98.8565519	WGS84	70.0										Conversión de sexagesimal a decimal	
44a7b3e58c38f3d2ba62782dd8d5d62a	d3faef927206a97886d5f7942a67c24d	16.9005555	-96.5008333	WGS84	100.0										Conversión de sexagesimal a decimal	
c38d8b6c0cd084c4df5055b278356dff	49e049096cc459a0759f19e277bb4ece	19.6369444	-98.7972222	WGS84	80.0										Conversión de sexagesimal a decimal	
715720425f81ed864c28b1514c5fab52	d13abecf85832e009ab09d19028ef1f3	21.0338897	-104.3675	WGS84	80.0										Conversión de sexagesimal a decimal	
426cb1214f1f3226b2e5be17f1bc8bd3	82becb0f95e69f910cfc330a48008adc	28.34361	-109.1736097	WGS84	60.0										Conversión de sexagesimal a decimal	
4aa16583fd1b6fbe2e8298782c3beaee	4f27b1f209b68965c75330e19f2ee6d6	21.3572222	-97.7347222	WGS84	70.0										Conversión de sexagesimal a decimal	
8e779fbb7115ee4d52244c5ae53a9d32	126b10592e9ccb2865c3a1aa8445028e	19.63556	-102.4899997	WGS84	90.0										Conversión de sexagesimal a decimal	
ee77e8ac6f5e238bf6769593c63822f5	88fbc67b7c3f2d656818ca7d579384bc	22.9416666	-102.7083333	WGS84	70.0										Conversión de sexagesimal a decimal, cambiando los segundos de 99 a 30	
314216ffdf0effb470c283933f167f9f	f56de96028b66f3b7d1137eae3f51e84	21.0410197	-101.4962297	WGS84	80.0										Conversión de sexagesimal a decimal	
c1265cbb1c061eee0aff446399b46f99	f69e6037bb411adf575aff5b85941569	16.3380555	-92.5638888	WGS84	100.0										Conversión de sexagesimal a decimal	
904274a34cf0e58784f7140a38669256	45cee442f3904cd7fe036d9c5cf5d791	19.35	-98.56194	WGS84	80.0										Conversión de sexagesimal a decimal	
495ae6cbc9c44f722b021f039062f840	13d6bd435ff59bb5eee4d1843dfb85d0	16.6666666	-93.65	WGS84	100.0										Conversión de sexagesimal a decimal	
3976512da459b59796042e4b5893d762	3cc3d185aca1c7ef45aff8746ef1c23f	20.6933297	-99.8133297	WGS84	80.0										Conversión de sexagesimal a decimal	
b558eddaa6abc12d3a342c998ff480f9	61ec6a7de9400d887123fa663f4ffbad	16.8280555	-96.6702777	WGS84	100.0										Conversión de sexagesimal a decimal	
1f58443b0b510fc289b8d6ea3930b12b	3bea09f24262e1cfa8578d5cf377502e	20.03444	-97.4644397	WGS84	80.0										Conversión de sexagesimal a decimal	
8b6d3293d2d075e5e111ef19662bb107	66aaeff87c8ce300b4a214cb949fd3ef	19.5869397	-97.0091697	WGS84	80.0										Conversión de sexagesimal a decimal	
ba761c79c8e885fd31719f80a59ce196	cb3699b9abde0516964c86dfbef2ba0b	19.405	-98.048	WGS84	80.0										Conversión de sexagesimal a decimal	
e2b8e524000daea2fd42be6da938483b	7ff65263853ad8183279f097ddd6552d	20.11222	-100.18889	WGS84	80.0										Conversión de sexagesimal a decimal	
66303c3086051066540048f2a6f64cbd	aa0fdfdc29587a301b1a080faf4d6306	17.98611	-96.0999997	WGS84	90.0										Conversión de sexagesimal a decimal	
6c39f188efbeb6be02024104006a177e	d2fadc16d75c7737dc7669a56dfc484e	16.54417	-97.0108297	WGS84	100.0										Conversión de sexagesimal a decimal	
aa284a0c373f1fbaf34b34cd38d296cc	cc4bf1f8ad1b865ff37207e330097331	21.13175	-102.6843497	WGS84	80.0										Conversión de sexagesimal a decimal	
b5247b4b95e182d46861d3e9ae4c94b8	6df3a8b4652350c5a77717b7d6ae180f	19.36917	-98.5544397	WGS84	80.0										Conversión de sexagesimal a decimal	
854c61f971d806eacf8bd2ab14462a5e	b45807b2df1fedfcf9cd6462a477d331	18.7389297	-99.02978	WGS84	90.0										Conversión de sexagesimal a decimal	
3e2a0dbb90822ddb80939b67aa04c12b	fa8f3b14d922fc51dbd09530b475df45	19.5244397	-97.6180597	WGS84	80.0										Conversión de sexagesimal a decimal	
6ce1a2076ec30e335dc98b47a2f97023	aed37ce63d5a7b49861677bc286a6816	19.1277777	-98.7627777	WGS84	90.0										Conversión de sexagesimal a decimal	
12de34ffe89a83a44a12fd5218f49d0c	7ccb74c360a57c943a58a3107df5b964	16.5274997	-96.8108297	WGS84	100.0										Conversión de sexagesimal a decimal	
47fb2820850c01623caddee62758fe31	48dc40f3dd38a5dec5edb4c0eef9e9be	20.8394444	-88.5261111	WGS84	70.0										Conversión de sexagesimal a decimal	
f665197f14f9e658eab1b47ad802227e	069663b9349f9d159c88a05ba54d6ece	22.4441697	-102.2608297	WGS84	70.0										Conversión de sexagesimal a decimal	
eacefa54400e05aa3fd4798acb4f31a0	4250f0dea3d6f7411502d36233554a36	21.4844444	-101.5402777	WGS84	80.0										Conversión de sexagesimal a decimal	
cd9dc9897eb74e309d122a93d4a7e323	97e029977655d7a6f26c3d103646524a	19.3233297	-98.49639	WGS84	80.0										Conversión de sexagesimal a decimal	
97ab87f8d43e18ef5d5279772121f2b1	54aac6e112616c9d78769c40d4fd1936	27.91083	-101.5441697	WGS84	50.0										Conversión de sexagesimal a decimal	
b24af3adc26f9935c4f6f52a60af0282	3fb835247d776c5aea9fb9923049145c	20.92361	-97.55611	WGS84	80.0										Conversión de sexagesimal a decimal	
cc77d7f08c948ef71142fad4449db19c	107b0345c64cc89324a5ad3377611ca7	19.6588888	-98.2275	WGS84	80.0										Conversión de sexagesimal a decimal	
55d324b348315d1ed389495c9fadf397	d192b376b7d46b4a56616604bde188a9	15.9655597	-93.78	WGS84	100.0										Conversión de sexagesimal a decimal	
c4f74aab459045e4468e91c6f0cf2fba	24953cb87ff331d9800015570da01e6d	25.3702197	-99.95431	WGS84	50.0										Conversión de sexagesimal a decimal	
c987adc4114b67713b4a728a595a7c2b	a696cda7143c61422ee3963d112d4a01	25.8649997	-97.509	WGS84	50.0										Conversión de sexagesimal a decimal	
082b09949895a4e0e10f2888264fbfbe	aff54ec0c3f11a0f30de31ddd42ddf26	21.1036111	-104.4361111	WGS84	80.0										Conversión de sexagesimal a decimal	
f7582a1d7dde3040410570f1064d9a84	996b1ff625b5fa540c433844f5e54bbd	29.4280555	-110.3891666	WGS84	70.0										Conversión de sexagesimal a decimal	
4625afa0e81235243f8f73ba7f51372b	2ca45d836ddea17f29a197ebeba49512	20.6565697	-101.2890197	WGS84	80.0										Conversión de sexagesimal a decimal	
06c6ee0d3e51e4f3728dd711361e53bb	f96c85993f05193e6349c19a2e62b03e	17.0194397	-91.59667	WGS84	90.0										Conversión de sexagesimal a decimal	
631779d80967d05cb2f8837a0e7bbc87	5d5ff68a912624f2813d9aee8c22c34a	19.1088888	-102.5419444	WGS84	90.0										Conversión de sexagesimal a decimal	
b934471ff3080f8f602dcd14f668c73f	2c7fd6cea6940cb9d7f5d7b39db1a010	16.3522222	-92.6286111	WGS84	100.0										Conversión de sexagesimal a decimal	
cbd5ea7d261f2b5a79b788feca20ef64	3a515dad3ac256105429949075e0f344	28.5775	-107.5275	WGS84	60.0										Conversión de sexagesimal a decimal	
84276cacb64e22b6499b63001245b6fa	558d8be6e4464164f4ab3fa0be25e5c8	19.7877	-101.03318	WGS84	80.0										Conversión de sexagesimal a decimal	
44628df350d12c1eef5a2ea78531a954	87c77ee8da2808249d59ad6bf4c097ec	28.70138	-107.3816497	WGS84	60.0										Conversión de sexagesimal a decimal	
d6d75361b63b94e859eb20d5b2d7cc2d	5ffaccfde18c8f0c7c63d7335a9c9acf	17.49583	-93.0022197	WGS84	90.0										Conversión de sexagesimal a decimal	
5ba8ffa753d03e1db47adf2a3b630f88	906b995ceaa8a703e65fd764c52b3a45	24.80495	-107.33212	WGS84	50.0										Conversión de sexagesimal a decimal	
910edc0a2fa0d2649793966cdc481456	0205ffce7047a09a4aed7aaebb09be73	15.31944	-92.65833	WGS84	100.0										Conversión de sexagesimal a decimal	
ce60db6fa35e20d73917f7abd44b1882	3a5225707599d8f32d747222931e5dfd	22.3230555	-100.2683333	WGS84	70.0										Conversión de sexagesimal a decimal	
a603956ee4c82f52fff5fd8f497d0369	e1ef8dc0e9dfdf9f678601ccd6bf4cbd	17.03472	-95.95694	WGS84	100.0										Conversión de sexagesimal a decimal	
604026255ef709b71c0434301c165d37	32c32492338ab9469fed77439507ae8c	16.7624997	-93.375	WGS84	100.0										Conversión de sexagesimal a decimal	
c7f425fbe6fd9b2c655f4952fa96c761	cc2891e770ae1c2d52ccd7b9d1434ec3	18.3608297	-97.7441697	WGS84	90.0										Conversión de sexagesimal a decimal	
69a5654cd0b23bfa62d53eb26e16700a	f173cacfeebcf9828d4ac9dd7f03c1c3	17.0775	-92.7441697	WGS84	90.0										Conversión de sexagesimal a decimal	
856816b4e56425d98f1497df1d76ab06	f2bd053ee08cdde0a06621f124d5ccbf	17.0111097	-96.7116697	WGS84	100.0										Conversión de sexagesimal a decimal	
73d8ddc4de328053a32c3c9fbe47d6d7	62bd19ef61f968ca57338fe8d7fb0a9b	19.63631	-103.40994	WGS84	90.0										Conversión de sexagesimal a decimal	
d79a7a324e8ce87f8b41183dff0d6cce	d4d991add2efcbcf737117595431c507	20.8292	-104.5592	WGS84	80.0										Conversión de sexagesimal a decimal	
ffadd776802152c7cbe1e749d7c102ee	a7118c1b136c888748123f5696040f36	27.6512794	-113.4454802	WGS84	70.0										Conversión de sexagesimal a decimal	
c14fabc1ea23302cebfbc7028ceaf33a	d5d8448e158fa79d75fe7f61b9a9f7b5	17.9522	-96.85089	WGS84	90.0										Conversión de sexagesimal a decimal	
f0eb6af34fc416fa2003c016cd58e3bf	c3e179d88fa94ad8963e31b0f0ee27be	20.2136388	-98.2393611	WGS84	80.0										Conversión de sexagesimal a decimal	
7f31751045228bbebe995e65b1dda650	48a353cfa1d47f406721b4f373d9eddb	16.9027797	-92.76833	WGS84	90.0										Conversión de sexagesimal a decimal	
59d53c1218283fbb4fe567cef70a46bf	d03cb1b8d3f48326e474e7faf3981f7c	17.1361097	-92.1274997	WGS84	90.0										Conversión de sexagesimal a decimal	
630e46fdba717c1587830e06082e8b21	9e098cf307239cb66b3d0271435c64d9	19.8927797	-100.4424997	WGS84	80.0										Conversión de sexagesimal a decimal	
73057a249151d3e798dabb054ad1958c	a58e753d80296e9d303382f808249044	21.9502777	-105.1455555	WGS84	80.0										Conversión de sexagesimal a decimal	
ff158937853b96746361c3dd5cbe7be6	90e3ccdb8a5086a45098fa781e932503	19.325	-97.925	WGS84	80.0										Conversión de sexagesimal a decimal, cambiando los segundos de 99 a 30	
2e3d9160a72d9c699f9a494a55e9084e	e14bbd07de8cd151c7ddd8a39d866502	19.0775	-100.0608297	WGS84	90.0										Conversión de sexagesimal a decimal	
eecfbb3feeef9127f7d878f9e8fd236a	6c73e92471eaf31274094fe48d95e7ad	20.3877797	-99.9938897	WGS84	80.0										Conversión de sexagesimal a decimal	
9df68f8809e4ef31f74d475581579326	a01b50aa853c6c37293cbc2d28c77358	15.7430597	-93.3527797	WGS84	100.0										Conversión de sexagesimal a decimal	
9223eae886299a36d0ff047e16b01f83	a5b8f41e067eb00071d03682dbe55d40	19.33583	-98.06444	WGS84	80.0										Conversión de sexagesimal a decimal	
8b181e56c2313a5affbb10415edb47ae	54a04ec22c586635b946bcaaf6ecf5fd	19.0680597	-97.43	WGS84	80.0										Conversión de sexagesimal a decimal	
d1e5da8004cdc38873e851ef78b302e8	53773add01e910e2308627d45486aaab	16.83611	-96.7291697	WGS84	100.0										Conversión de sexagesimal a decimal	
ed4019475e1a70eade832ebbe3a15bbe	fc3e18a496e5b9457d05177c3e54d77a	16.7472197	-96.67861	WGS84	100.0										Conversión de sexagesimal a decimal	
ad44e746269ebd63b4ff410f3f60a8a1	efb7307d8d21cb46b3581ef3c72b1093	20.6688888	-102.6958333	WGS84	80.0										Conversión de sexagesimal a decimal	
19f7cd410bf217272d0f05b1983c771b	8c1f0d0624317b1798ca796088023e87	16.3049997	-90.66306	WGS84	100.0										Conversión de sexagesimal a decimal	
344ab5ca15f48168c9f7c574cfdd3276	7b7ed03c70a8b8962ac0f18f11b85185	19.2833297	-98.4333297	WGS84	80.0										Conversión de sexagesimal a decimal	
a19cf08ce26540f2c9e8c6216e1ff0a7	0b8b16aba748d559dbc573c7f7b548b3	18.6825	-99.1194397	WGS84	90.0										Conversión de sexagesimal a decimal	
2304227e6124508494749ad23e3212ce	32dcc5ba29d143516936dc4f1d89fa0b	22.1441697	-103.3275	WGS84	80.0										Conversión de sexagesimal a decimal	
