identification_id;organism_id;identification_type;taxon_formula;verbatim_identification;type_status;identified_by;identified_by_id;date_identified;identification_references;identification_verification_status;identification_remarks;type_designation_type;type_designated_by
502e8dc6-cf38-2c41-fded-0ca5dca2330b;https://www.gbif.org/species/3596615;unknown;A;Leptaulus grandifolius;;R. Letouzey;;1971;;;verbatim ID = Leptaulus;;
fd37652c-f5b1-817f-d2fc-fc0e3e430dfd;https://www.gbif.org/species/3895520;unknown;A;Achyrospermum tisserantii;;A. Paton;;2001;;;verbatim ID = Achyrospermum;;
caacda02-c9a4-9c9a-e218-9ed6f8b1cbb7;https://www.gbif.org/species/3904045;unknown;A;Plectranthus insignis;;Alan Paton;;2001;;;verbatim ID = Plectranthus;;
593b3b18-74c4-0dca-8cc0-f1a9222e391b;https://www.gbif.org/species/3905156;unknown;A;Plectrantus decumbens;;R. Fouilloy;;1974;;;verbatim ID = Plectrantus;;
7ed27a95-715a-e2a4-30ec-0879ddc5932f;https://www.gbif.org/species/4178549;unknown;A;Beilschmeidia acuta;;R. Fouilloy;;1974;;;verbatim ID = Beilschmeidia;;
b6ebe786-f402-cce1-7a39-91f642b82548;https://www.gbif.org/species/4182489;unknown;A;Beilschmiedia zenkeri;;D. W. Thomas;;1987;;;verbatim ID = Beilschmiedia;;
0a079003-28cf-9348-b091-44c0059b76cb;https://www.gbif.org/species/3083063;unknown;A;Crateranthus talbotii;;A. J. Leeuwenberg;;1965;;;verbatim ID = Crateranthus;;
03da976d-bed6-0b47-354a-fd86578722da;https://www.gbif.org/species/5645231;unknown;A;Strychnos elaeocarpa;;A. J. Leeuwenberg;;1963;;;verbatim ID = Strychnos;;
9f06919f-3f41-64c2-52d4-e1727a2acfe8;https://www.gbif.org/species/5645310;unknown;A;Strychnos ternata;;A. J. Leeuwenberg;;1984;;;verbatim ID = Strychnos;;
d7a08a1f-049e-4389-12da-27ee7d1e9d49;https://www.gbif.org/species/5645187;unknown;A;Strychnos tricalysioides;;R. Letouzey;;1975;;;verbatim ID = Strychnos;;
1216a14f-d6b8-a216-3945-0b3b83e86ca9;https://www.gbif.org/species/4002156;unknown;A;Globimetula oreophila;;R. Letouzey;;1973;;;verbatim ID = Globimetula;;
c921c205-ec07-ebbd-e37e-2620ea80928c;https://www.gbif.org/species/3874442;unknown;A;Medusandra mpomiana;;M. G. Latilo;;1959;;;verbatim ID = Medusandra;;
ce565caf-458e-28a8-6b59-3b1a1e396313;https://www.gbif.org/species/3874433;unknown;A;Medusandra richardsiana;;TS;;1960;;;verbatim ID = Medusandra;;
cbbe65d8-c723-fd66-6049-353998c27e13;https://www.gbif.org/species/3866944;unknown;A;Dissotis bambutorum;;H. Jacques-Félix;;1965;;;verbatim ID = Dissotis;;
5a35d0b3-50a2-3502-91a2-4fbf8d8998cf;https://www.gbif.org/species/3866055;unknown;A;Dissotis longisetosa;;R. D. Stone;;2003;;;verbatim ID = Dissotis;;
6d44a932-2d64-d7e8-e437-c8f0c40c9c32;https://www.gbif.org/species/9216257;unknown;A;Memecylon amshoffiae;;R. D. Stone;;2003;;;verbatim ID = Memecylon;;
9fb36dc8-12d3-fb1b-46dd-0c791a26d3ea;https://www.gbif.org/species/3867832;unknown;A;Memecylon candidium;;R. Letouzey;;1968;;;verbatim ID = Memecylon;;
2a979611-b194-5a91-46fe-5d336ecb0489;https://www.gbif.org/species/3863229;unknown;A;Memecylon zenkeri;;H. Jacques-Félix;;1983;;;verbatim ID = Memecylon;;
42618aaa-1c98-147d-d255-d8c45d3ff508;https://www.gbif.org/species/5600986;unknown;A;Tristemma camerunense;;Dekker;;1983;;;verbatim ID = Tristemma;;
608a839e-f47a-129b-4fcc-d6e4bb4494c2;https://www.gbif.org/species/3829559;unknown;A;Penianthus camerounensis;;J. M. Onana;;2008;;;verbatim ID = Penianthus;;
5b62df7b-2ae7-d89e-92a3-cefb9b80ea08;https://www.gbif.org/species/9238612;unknown;A;Platytinospora buchholzii;;C. C. Berg;;1976;;;verbatim ID = Platytinospora;;
3fb65a9a-d7ac-b634-b2bf-81615ed29761;https://www.gbif.org/species/7262724;unknown;A;Dorstenia barteri;;M. E. E. Hijman;;1979;;;verbatim ID = Dorstenia;;
996c83b2-8eb8-d9a1-6748-05bd41b45179;https://www.gbif.org/species/3764267;unknown;A;Dorstenia mannii;;P. R. J. Bamps;;1967;;;verbatim ID = Dorstenia;;
b1ec3ef1-214c-3c1b-f0c7-38f8065ffb44;https://www.gbif.org/species/3745143;unknown;A;Myrica arborea;;A.Taton;;1983;;;verbatim ID = Myrica;;
49ecc8bd-80ea-b927-d4e8-67eefcba0730;https://www.gbif.org/species/5558687;unknown;A;Adrisia ototomoensis;;C. Farron;;1970;;;verbatim ID = Adrisia;;
dafae299-9622-9470-9f2e-806e7c18a49e;https://www.gbif.org/species/5552713;unknown;A;Campylospermum  zenkeri;;C. Farron;;1970;;;verbatim ID = Campylospermum;;
8459a475-9cd9-65f8-874a-b7062b45400f;https://www.gbif.org/species/5552785;unknown;A;Campylospermum letouzeyi;;P. Mézili;;1998;;;verbatim ID = Campylospermum;;
33083334-ba60-057d-b9f7-6f069e35dbf5;https://www.gbif.org/species/5552779;unknown;A;Campylospermum mannii;;C. Farron;;1959;;;verbatim ID = Campylospermum;;
8cf3a787-f63b-7e45-e2b8-29680ef702a9;https://www.gbif.org/species/3695179;unknown;A;Ochna aff calodendron;;C. Farron;;1970;;;verbatim ID = Ochna;;
ceda3884-bd22-c02a-0738-d9eef2a23b46;https://www.gbif.org/species/5552764;unknown;A;Rhabdophyllum letestui;;C. Farron;;1970;;;verbatim ID = Rhabdophyllum;;
6aa1563a-4169-d4bf-f6d5-c7650635cdbe;https://www.gbif.org/species/5604161;unknown;A;Homalium hypolasium;;H. Sleumer;;1973;;;verbatim ID = Homalium;;
